source_site,micro_area,topology,price_ksh,sq_ft,borehole,parking,security,content_hash
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Az Apartments,Westlands. 
Its a 2br and 1br ,furnished and fully serviced Apartment(34 units), less... Nairobi, Westlands"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Az Apartments,Westlands. 
Its a 2br and 1br ,furnished and fully serviced Apartment(34 units), less..."
Jiji Kenya,Nairobi Region,Apartment,55000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 55,000 per month 2bdrm Apartment in Uthiru for rent Prestigious 2 bedroom apartments to let in Uthiru -Off Waiyaki"
Jiji Kenya,Nairobi Region,Apartment,55000,0,0,0,0,"KSh 55,000 per month 2bdrm Apartment in Uthiru for rent Prestigious 2 bedroom apartments to let in Uthiru -Off Waiyaki Way near Kabete Vet Labs.
Price"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Prestigious 2 bedroom apartments to let in Uthiru -Off Waiyaki Way near Kabete Vet Labs.
Price Kes... Nairobi, Dagoretti"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Prestigious 2 bedroom apartments to let in Uthiru -Off Waiyaki Way near Kabete Vet Labs.
Price Kes..."
Jiji Kenya,Apple Tree,Apartment,80000,0,0,0,0,"KSh 80,000 per month 3bdrm Apartment in Apple Tree, Gateway Mall Area for rent Newly built 3 bed apartment, newly painted, available for rent, 142 m2 "
Jiji Kenya,Apple Tree,Apartment,80000,0,0,0,0,"KSh 80,000 per month 3bdrm Apartment in Apple Tree, Gateway Mall Area for rent"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Newly built 3 bed apartment, newly painted, available for rent, 142 m2 with balcony and washing... Machakos, Syokimau"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Newly built 3 bed apartment, newly painted, available for rent, 142 m2 with balcony and washing..."
Jiji Kenya,Junction,Apartment,44000,0,0,0,0,"5+ years on Jiji  KSh 44,000 per month Furnished 1bdrm Apartment in Junction, Riara Rd, Valley Arcade Your Viewing is Free-A 1-BR fully-furnished hous"
Jiji Kenya,Junction,Apartment,44000,0,0,0,0,"KSh 44,000 per month Furnished 1bdrm Apartment in Junction, Riara Rd, Valley Arcade Your Viewing is Free-A 1-BR fully-furnished house with washing mac"
Jiji Kenya,Junction,Apartment,44000,0,0,0,0,"KSh 44,000 per month Furnished 1bdrm Apartment in Junction, Riara Rd, Valley Arcade"
Jiji Kenya,Junction,Apartment,0,0,0,0,0,"Furnished 1bdrm Apartment in Junction, Riara Rd, Valley Arcade"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Your Viewing is Free-A 1-BR fully-furnished house with washing machine, dstv channels & free wi-fi... Nairobi, Lavington"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Your Viewing is Free-A 1-BR fully-furnished house with washing machine, dstv channels & free wi-fi..."
Jiji Kenya,Purplehaze,Studio Apartment,260000,0,0,0,0,"5+ years on Jiji  ENTERPRISE KSh 260,000 per month Furnished 2bdrm Apartment in Purplehaze, Nairobi, State House Area Fully furnished 2-bedroom apartm"
Jiji Kenya,Purplehaze,Apartment,260000,0,0,0,0,"KSh 260,000 per month Furnished 2bdrm Apartment in Purplehaze, Nairobi, State House Area Fully furnished 2-bedroom apartment for rent kilimani, Purple"
Jiji Kenya,Purplehaze,Apartment,260000,0,0,0,0,"KSh 260,000 per month Furnished 2bdrm Apartment in Purplehaze, Nairobi, State House Area"
Jiji Kenya,Purplehaze,Apartment,0,0,0,0,0,"Furnished 2bdrm Apartment in Purplehaze, Nairobi, State House Area"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Fully furnished 2-bedroom apartment for rent kilimani, Purplehaze, Nairobi
 Key features.
Spacious... Nairobi, Kilimani"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Fully furnished 2-bedroom apartment for rent kilimani, Purplehaze, Nairobi
 Key features.
Spacious..."
Jiji Kenya,Nairobi Region,Apartment,60000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 60,000 per month 1bdrm Apartment in Westlands for rent Rent a tastefully well spaced 1br in the heart of Westlands"
Jiji Kenya,Nairobi Region,Apartment,60000,0,0,0,0,"KSh 60,000 per month 1bdrm Apartment in Westlands for rent Rent a tastefully well spaced 1br in the heart of Westlands.
Amenities:
Outdoor Swimming po"
Jiji Kenya,Nairobi Region,Apartment,22000,0,0,0,0,"5+ years on Jiji  KSh 22,000 per month 1bdrm Apartment in Vipingo for rent Stylish 1 bedroom Apartment in a quiet serene neighborhood. Swimming pool a"
Jiji Kenya,Nairobi Region,Apartment,22000,0,0,0,0,"KSh 22,000 per month 1bdrm Apartment in Vipingo for rent Stylish 1 bedroom Apartment in a quiet serene neighborhood. Swimming pool and playground avai"
Jiji Kenya,Nairobi Region,Apartment,1,0,0,0,0,"Stylish 1 bedroom Apartment in a quiet serene neighborhood. Swimming pool and playground available... Kilifi, Kilifi South"
Jiji Kenya,Nairobi Region,Apartment,1,0,0,0,0,Stylish 1 bedroom Apartment in a quiet serene neighborhood. Swimming pool and playground available...
Jiji Kenya,Nairobi Region,Apartment,157000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 157,000 per month 3bdrm Apartment in Westlands for rent Westlands ultra-spacious 3 bedroom apartment all en-suite "
Jiji Kenya,Nairobi Region,Apartment,157000,0,0,0,0,"KSh 157,000 per month 3bdrm Apartment in Westlands for rent Westlands ultra-spacious 3 bedroom apartment all en-suite plus dsq to let inclusive of ser"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Westlands ultra-spacious 3 bedroom apartment all en-suite plus dsq to let inclusive of service... Nairobi, Westlands"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,Westlands ultra-spacious 3 bedroom apartment all en-suite plus dsq to let inclusive of service...
Jiji Kenya,Nairobi Region,Apartment,100000,0,0,0,0,"5+ years on Jiji  KSh 100,000 per month 3bdrm Apartment in Nyali for rent Find Nyali's luxurious 3 storey block apartments: a first class gem awaiting"
Jiji Kenya,Nairobi Region,Apartment,100000,0,0,0,0,"KSh 100,000 per month 3bdrm Apartment in Nyali for rent Find Nyali's luxurious 3 storey block apartments: a first class gem awaiting for your occupati"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Find Nyali's luxurious 3 storey block apartments: a first class gem awaiting for your occupation.... Mombasa, Nyali"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,Find Nyali's luxurious 3 storey block apartments: a first class gem awaiting for your occupation....
Jiji Kenya,Westlands,Apartment,100000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 100,000 per month 1bdrm Apartment in Westlands for rent Well-designed 1 bedroom apartment (58 sqm) located in West"
Jiji Kenya,Westlands,Apartment,100000,0,0,0,0,"KSh 100,000 per month 1bdrm Apartment in Westlands for rent Well-designed 1 bedroom apartment (58 sqm) located in Westlands, available on high floors "
Jiji Kenya,Westlands,Apartment,0,0,0,0,0,"Well-designed 1 bedroom apartment (58 sqm) located in Westlands, available on high floors (12th and... Nairobi, Westlands"
Jiji Kenya,Westlands,Apartment,0,0,0,0,0,"Well-designed 1 bedroom apartment (58 sqm) located in Westlands, available on high floors (12th and..."
Jiji Kenya,Machine,Studio Apartment,1500,0,0,0,0,"Verified ID  KSh 1,500 per quarter Furnished Studio Apartment in Machine, Ndege Ndimu for rent A cozy Airbnb studio Nakuru, Lanet"
Jiji Kenya,Machine,Studio Apartment,1500,0,0,0,0,"KSh 1,500 per quarter Furnished Studio Apartment in Machine, Ndege Ndimu for rent A cozy Airbnb studio Nakuru, Lanet"
Jiji Kenya,Machine,Studio Apartment,1500,0,0,0,0,"KSh 1,500 per quarter Furnished Studio Apartment in Machine, Ndege Ndimu for rent"
Jiji Kenya,Vok,Mansionette,17,0,0,1,1,"< KSh 17 K KSh 17 - 33 K KSh 33 - 60 K > KSh 60 K Apartment Maisonette Bungalow House Bedsitter Studio Apartment Mansion Sort by:   Sort KSh 80,000 pe"
Jiji Kenya,Nairobi Region,Mansionette,17,0,0,0,0,< KSh 17 K KSh 17 - 33 K KSh 33 - 60 K > KSh 60 K Apartment Maisonette Bungalow House Bedsitter Studio Apartment Mansion
Jiji Kenya,Vok,Mansionette,80000,0,0,1,1,"KSh 80,000 per month 5bdrm Mansion in Langata for rent Gated estate with good security. water and electricity connected. Nairobi, Langata KSh 70,000 p"
Jiji Kenya,Nairobi Region,Mansionette,80000,0,0,0,1,"KSh 80,000 per month 5bdrm Mansion in Langata for rent Gated estate with good security. water and electricity connected. Nairobi, Langata"
Jiji Kenya,Nairobi Region,Apartment,70000,0,0,1,0,"KSh 70,000 per month 3bdrm House in Kinoo for rent Spacious 3 bedroom house, all ensuite and an additional toilet/bathroom. Adequate parking space and"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,1,0,"Spacious 3 bedroom house, all ensuite and an additional toilet/bathroom. Adequate parking space and... Kiambu, Kikuyu"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,1,0,"Spacious 3 bedroom house, all ensuite and an additional toilet/bathroom. Adequate parking space and..."
Jiji Kenya,Vok,Apartment,2500,0,0,0,0,"KSh 2,500 Furnished 1bdrm Apartment in Vok, Nyali for rent 1 bedrm Bnb at vok,Bombululu near Naivas supermarket. Airbnb, 5 minutes walk from VOK Stage"
Jiji Kenya,Footprint On Earth,Apartment,165000,0,0,0,0,"Verified ID   5+ years on Jiji  DIAMOND KSh 165,000 per month 3bdrm Apartment in Footprint On Earth, Nyali for rent Features 
-sea view
-walking dista"
Jiji Kenya,Footprint On Earth,Apartment,165000,0,0,0,0,"KSh 165,000 per month 3bdrm Apartment in Footprint On Earth, Nyali for rent Features 
-sea view
-walking distance to beach
-welcoming corridor entranc"
Jiji Kenya,Footprint On Earth,Apartment,165000,0,0,0,0,"KSh 165,000 per month 3bdrm Apartment in Footprint On Earth, Nyali for rent"
Jiji Kenya,Nairobi Region,Apartment,110000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 110,000 per month 2bdrm Apartment in Westlands for rent Spacious 106 sqm 2-bedroom apartment located on the 15th f"
Jiji Kenya,Nairobi Region,Apartment,110000,0,0,0,0,"KSh 110,000 per month 2bdrm Apartment in Westlands for rent Spacious 106 sqm 2-bedroom apartment located on the 15th floor, offering great views and a"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Spacious 106 sqm 2-bedroom apartment located on the 15th floor, offering great views and a prime... Nairobi, Westlands"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Spacious 106 sqm 2-bedroom apartment located on the 15th floor, offering great views and a prime..."
Jiji Kenya,Karuku Makutano,Apartment,2700000,0,0,0,0,"KSh 2,700,000 per month 9bdrm House in Karuku Makutano, Mwea for rent A rental house at karuku- makutano mwea 200metres from Dual carriage Highway.
It"
Jiji Kenya,Karuku Makutano,Apartment,2700000,0,0,0,0,"KSh 2,700,000 per month 9bdrm House in Karuku Makutano, Mwea for rent"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"A rental house at karuku- makutano mwea 200metres from Dual carriage Highway.
Its connected with... Embu, Mwea"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"A rental house at karuku- makutano mwea 200metres from Dual carriage Highway.
Its connected with..."
Jiji Kenya,Himalaya Heights,Apartment,180000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 180,000 per month Furnished 1bdrm Apartment in Himalaya Heights, Kilimani for rent Modern and elegantly furnished "
Jiji Kenya,Himalaya Heights,Apartment,180000,0,0,0,0,"KSh 180,000 per month Furnished 1bdrm Apartment in Himalaya Heights, Kilimani for rent Modern and elegantly furnished 1-bedroom apartment in the iconi"
Jiji Kenya,Himalaya Heights,Apartment,180000,0,0,0,0,"KSh 180,000 per month Furnished 1bdrm Apartment in Himalaya Heights, Kilimani for rent"
Jiji Kenya,Himalaya Heights,Apartment,0,0,0,0,0,"Furnished 1bdrm Apartment in Himalaya Heights, Kilimani for rent"
Jiji Kenya,the iconic Himalaya Heights,Apartment,0,0,0,0,0,"Modern and elegantly furnished 1-bedroom apartment in the iconic Himalaya Heights, Kilimani.
 KES... Nairobi, Kilimani"
Jiji Kenya,the iconic Himalaya Heights,Apartment,0,0,0,0,0,"Modern and elegantly furnished 1-bedroom apartment in the iconic Himalaya Heights, Kilimani.
 KES..."
Jiji Kenya,Nairobi Region,Apartment,70000,0,0,0,0,"Verified ID   5+ years on Jiji  DIAMOND KSh 70,000 per month 2bdrm Apartment in Kileleshwa for rent 2-bedroom master-ensuite apartment in Kileleshwa07"
Jiji Kenya,Nairobi Region,Apartment,70000,0,0,0,0,"KSh 70,000 per month 2bdrm Apartment in Kileleshwa for rent 2-bedroom master-ensuite apartment in Kileleshwa073*********
Top features:
 Only 16 apartm"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"2-bedroom master-ensuite apartment in Kileleshwa073*********
Top features:
 Only 16 apartments –... Nairobi, Kileleshwa"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"2-bedroom master-ensuite apartment in Kileleshwa073*********
Top features:
 Only 16 apartments –..."
Jiji Kenya,Millennium Villas,Townhouse,100000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 100,000 per month 2bdrm Apartment in Kilimani for rent Two bedroom apartment to let in the heart of kilimani.
Has "
Jiji Kenya,Nairobi Region,Apartment,100000,0,0,0,0,"KSh 100,000 per month 2bdrm Apartment in Kilimani for rent Two bedroom apartment to let in the heart of kilimani.
Has swimming pool, gym, kids play ar"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Two bedroom apartment to let in the heart of kilimani.
Has swimming pool, gym, kids play area, high... Nairobi, Kilimani"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Two bedroom apartment to let in the heart of kilimani.
Has swimming pool, gym, kids play area, high..."
Jiji Kenya,Millennium Villas,Townhouse,260000,0,0,0,0,"5+ years on Jiji  ENTERPRISE KSh 260,000 per month 5bdrm Townhouse / Terrace in Millennium Villas, Riverside Drive 5-bedroom townhouse to let. RIVERSI"
Jiji Kenya,Millennium Villas,Townhouse,260000,0,0,0,0,"KSh 260,000 per month 5bdrm Townhouse / Terrace in Millennium Villas, Riverside Drive 5-bedroom townhouse to let. RIVERSIDE DRIVE, Millennium villas
P"
Jiji Kenya,Millennium Villas,Townhouse,260000,0,0,0,0,"KSh 260,000 per month 5bdrm Townhouse / Terrace in Millennium Villas, Riverside Drive"
Jiji Kenya,Millennium Villas,Townhouse,0,0,0,0,0,"5bdrm Townhouse / Terrace in Millennium Villas, Riverside Drive"
Jiji Kenya,Nairobi Region,Townhouse,0,0,0,0,0,"5-bedroom townhouse to let. RIVERSIDE DRIVE, Millennium villas
Price
 Key features.
Spacious living... Nairobi, Lavington"
Jiji Kenya,Nairobi Region,Townhouse,0,0,0,0,0,"5-bedroom townhouse to let. RIVERSIDE DRIVE, Millennium villas
Price
 Key features.
Spacious living..."
Jiji Kenya,Membly,Apartment,25000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 25,000 per month 2bdrm Apartment in Membly, Nairobi Central for rent A spacious 2bedroom hse inside membly estate "
Jiji Kenya,Membly,Apartment,25000,0,0,0,0,"KSh 25,000 per month 2bdrm Apartment in Membly, Nairobi Central for rent A spacious 2bedroom hse inside membly estate jackridge. 200m from bypass ,ser"
Jiji Kenya,Membly,Apartment,25000,0,0,0,0,"KSh 25,000 per month 2bdrm Apartment in Membly, Nairobi Central for rent"
Jiji Kenya,Nairobi Region,Apartment,1800,0,0,0,0,"3+ years on Jiji  KSh 1,800 per quarter Furnished 1bdrm Condo in Roysambu for rent Price is ksh.2000 per day. One bedroom apartment, fully furnished. "
Jiji Kenya,Nairobi Region,Apartment,1800,0,0,0,0,"KSh 1,800 per quarter Furnished 1bdrm Condo in Roysambu for rent Price is ksh.2000 per day. One bedroom apartment, fully furnished. Located in Roysamb"
Jiji Kenya,Nairobi Region,Apartment,2000,0,0,0,0,"Price is ksh.2000 per day. One bedroom apartment, fully furnished. Located in Roysambu Trm... Nairobi, Roysambu"
Jiji Kenya,Nairobi Region,Apartment,2000,0,0,0,0,"Price is ksh.2000 per day. One bedroom apartment, fully furnished. Located in Roysambu Trm..."
Jiji Kenya,Nairobi Region,Apartment,70000,0,0,0,0,"5+ years on Jiji  KSh 70,000 per month 3bdrm Apartment in Al-Khalique, Parklands/Highridge for rent This is a well maintained apartment with an ensuit"
Jiji Kenya,Nairobi Region,Apartment,70000,0,0,0,0,"KSh 70,000 per month 3bdrm Apartment in Al-Khalique, Parklands/Highridge for rent This is a well maintained apartment with an ensuite and two other ro"
Jiji Kenya,Nairobi Region,Apartment,70000,0,0,0,0,"KSh 70,000 per month 3bdrm Apartment in Al-Khalique, Parklands/Highridge for rent"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"This is a well maintained apartment with an ensuite and two other rooms with common bathroom. A... Nairobi, Parklands/Highridge"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,This is a well maintained apartment with an ensuite and two other rooms with common bathroom. A...
Jiji Kenya,the best block in this estate and bathed in natural light,Apartment,120000,0,0,0,0,"Verified ID   5+ years on Jiji  DIAMOND KSh 120,000 per month 3bdrm Apartment in Nyali Mkomani for rent Holding a 3th floor in the best block in this "
Jiji Kenya,the best block in this estate and bathed in natural light,Apartment,120000,0,0,0,0,"KSh 120,000 per month 3bdrm Apartment in Nyali Mkomani for rent Holding a 3th floor in the best block in this estate and bathed in natural light, this"
Jiji Kenya,Nyali Mkomani for rent,Apartment,120000,0,0,0,0,"KSh 120,000 per month 3bdrm Apartment in Nyali Mkomani for rent"
Jiji Kenya,Wilma Towers,Studio Apartment,130000,0,0,0,0,"Verified ID  KSh 130,000 per month Furnished Studio Apartment in Wilma Towers, Hurlingham for rent Available for immediate check in
High speed lift
Sw"
Jiji Kenya,Wilma Towers,Studio Apartment,130000,0,0,0,0,"KSh 130,000 per month Furnished Studio Apartment in Wilma Towers, Hurlingham for rent Available for immediate check in
High speed lift
Swimming pool
S"
Jiji Kenya,Wilma Towers,Studio Apartment,130000,0,0,0,0,"KSh 130,000 per month Furnished Studio Apartment in Wilma Towers, Hurlingham for rent"
Jiji Kenya,Wilma Towers,Studio Apartment,0,0,0,0,0,"Furnished Studio Apartment in Wilma Towers, Hurlingham for rent"
Jiji Kenya,Nairobi Region,Apartment,75000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 75,000 per month 3bdrm Apartment in Parklands/Highridge for rent ~3 Bedroom Apartment Master Ensuite
~3 Balconies
"
Jiji Kenya,Nairobi Region,Apartment,75000,0,0,0,0,"KSh 75,000 per month 3bdrm Apartment in Parklands/Highridge for rent ~3 Bedroom Apartment Master Ensuite
~3 Balconies
~Spacious
~Pantry
~Renovated
~ O"
Jiji Kenya,Nairobi Region,Apartment,75000,0,0,0,0,"KSh 75,000 per month 3bdrm Apartment in Parklands/Highridge for rent"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"~3 Bedroom Apartment Master Ensuite
~3 Balconies
~Spacious
~Pantry
~Renovated
~ Only 6 units on the... Nairobi, Parklands/Highridge"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"~3 Bedroom Apartment Master Ensuite
~3 Balconies
~Spacious
~Pantry
~Renovated
~ Only 6 units on the..."
Jiji Kenya,Kilimani Rd,Townhouse,45000,0,0,0,0,"5+ years on Jiji  KSh 45,000 per month Furnished 1bdrm House in Kilimani Rd, Riara, Hurlingham for rent View is Free... Magnificent fully-furnished 1-"
Jiji Kenya,Kilimani Rd,Apartment,45000,0,0,0,0,"KSh 45,000 per month Furnished 1bdrm House in Kilimani Rd, Riara, Hurlingham for rent View is Free... Magnificent fully-furnished 1-BR house with Wash"
Jiji Kenya,Kilimani Rd,Apartment,45000,0,0,0,0,"KSh 45,000 per month Furnished 1bdrm House in Kilimani Rd, Riara, Hurlingham for rent"
Jiji Kenya,Kilimani Rd,Apartment,0,0,0,0,0,"Furnished 1bdrm House in Kilimani Rd, Riara, Hurlingham for rent"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"View is Free... Magnificent fully-furnished 1-BR house with Washing Machine, NETFLIX, DSTV & WIFI is... Nairobi, Kilimani"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"View is Free... Magnificent fully-furnished 1-BR house with Washing Machine, NETFLIX, DSTV & WIFI is..."
Jiji Kenya,Kilimani,Apartment,150000,0,0,0,0,"5+ years on Jiji  KSh 150,000 per month Furnished 1bdrm Apartment in Kilimani, Hurlingham for rent A well designed 1 bedroom apartment on the ground f"
Jiji Kenya,Kilimani,Apartment,150000,0,0,0,0,"KSh 150,000 per month Furnished 1bdrm Apartment in Kilimani, Hurlingham for rent A well designed 1 bedroom apartment on the ground floor with access t"
Jiji Kenya,Kilimani,Apartment,150000,0,0,0,0,"KSh 150,000 per month Furnished 1bdrm Apartment in Kilimani, Hurlingham for rent"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"A well designed 1 bedroom apartment on the ground floor with access to balcony and a serene garden,... Nairobi, Kilimani"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"A well designed 1 bedroom apartment on the ground floor with access to balcony and a serene garden,..."
Jiji Kenya,Kilimani,Apartment,135000,0,0,0,0,"5+ years on Jiji  KSh 135,000 per month Furnished 2bdrm Apartment in Kilimani, Hurlingham for rent A fully furnished 2 bedroom all ensuite apartment a"
Jiji Kenya,Kilimani,Apartment,135000,0,0,0,0,"KSh 135,000 per month Furnished 2bdrm Apartment in Kilimani, Hurlingham for rent A fully furnished 2 bedroom all ensuite apartment at Silver Harbor wi"
Jiji Kenya,Kilimani,Apartment,135000,0,0,0,0,"KSh 135,000 per month Furnished 2bdrm Apartment in Kilimani, Hurlingham for rent"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"A fully furnished 2 bedroom all ensuite apartment at Silver Harbor with large balcony, swimming... Nairobi, Kilimani"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"A fully furnished 2 bedroom all ensuite apartment at Silver Harbor with large balcony, swimming..."
Jiji Kenya,Agra Heights,Apartment,33000,0,0,0,0,"Verified ID  KSh 33,000 per month 2bdrm Apartment in Agra Heights, Ruaka for rent Newly Built apartment,in a quiet place... near the tarmac road Kiamb"
Jiji Kenya,Agra Heights,Apartment,33000,0,0,0,0,"KSh 33,000 per month 2bdrm Apartment in Agra Heights, Ruaka for rent Newly Built apartment,in a quiet place... near the tarmac road Kiambu, Ruaka"
Jiji Kenya,Agra Heights,Apartment,33000,0,0,0,0,"KSh 33,000 per month 2bdrm Apartment in Agra Heights, Ruaka for rent"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Newly Built apartment,in a quiet place... near the tarmac road Kiambu, Ruaka"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Newly Built apartment,in a quiet place... near the tarmac road"
Jiji Kenya,Garden City,Apartment,137000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 137,000 per month Furnished 2bdrm Apartment in Garden City, Allsops for rent Looking for your dream home in Nairob"
Jiji Kenya,Garden City,Apartment,137000,0,0,0,0,"KSh 137,000 per month Furnished 2bdrm Apartment in Garden City, Allsops for rent Looking for your dream home in Nairobi?
Welcome to Garden City Apartm"
Jiji Kenya,Garden City,Apartment,137000,0,0,0,0,"KSh 137,000 per month Furnished 2bdrm Apartment in Garden City, Allsops for rent"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Looking for your dream home in Nairobi?
Welcome to Garden City Apartments, offering a blend of... Nairobi, Ruaraka"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Looking for your dream home in Nairobi?
Welcome to Garden City Apartments, offering a blend of..."
Jiji Kenya,Nairobi Region,Apartment,62000,0,0,0,0,"Verified ID   5+ years on Jiji  DIAMOND KSh 62,000 per month Furnished 2bdrm Apartment in Limuru Rd Ruaka for rent Fully Furnished 2-Bedroom Apartment"
Jiji Kenya,Nairobi Region,Apartment,62000,0,0,0,0,"KSh 62,000 per month Furnished 2bdrm Apartment in Limuru Rd Ruaka for rent Fully Furnished 2-Bedroom Apartment – Ruaka
KES 65,000 per month
Fully furn"
Jiji Kenya,Limuru Rd Ruaka for rent,Apartment,62000,0,0,0,0,"KSh 62,000 per month Furnished 2bdrm Apartment in Limuru Rd Ruaka for rent"
Jiji Kenya,Nairobi Region,Apartment,65000,0,0,0,0,"Fully Furnished 2-Bedroom Apartment – Ruaka
KES 65,000 per month
Fully furnished, move-in... Kiambu, Ruaka"
Jiji Kenya,Nairobi Region,Apartment,65000,0,0,0,0,"Fully Furnished 2-Bedroom Apartment – Ruaka
KES 65,000 per month
Fully furnished, move-in..."
Jiji Kenya,Tilisi,Townhouse,170000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 170,000 per month 4bdrm Townhouse / Terrace in Tilisi, Tigoni for rent 4 Bedroom Townhouse with DSQ for rent in se"
Jiji Kenya,Tilisi,Townhouse,170000,0,0,0,0,"KSh 170,000 per month 4bdrm Townhouse / Terrace in Tilisi, Tigoni for rent 4 Bedroom Townhouse with DSQ for rent in serene controlled development with"
Jiji Kenya,Tilisi,Townhouse,170000,0,0,0,0,"KSh 170,000 per month 4bdrm Townhouse / Terrace in Tilisi, Tigoni for rent"
Jiji Kenya,Nairobi Region,Townhouse,0,0,0,0,0,"4 Bedroom Townhouse with DSQ for rent in serene controlled development with manicured lawn
All rooms... Kiambu, Limuru"
Jiji Kenya,Nairobi Region,Townhouse,0,0,0,0,0,"4 Bedroom Townhouse with DSQ for rent in serene controlled development with manicured lawn
All rooms..."
Jiji Kenya,New Kitisuru,Mansionette,17,0,1,0,1,"< KSh 17 K KSh 17 - 34 K KSh 34 - 60 K > KSh 60 K Apartment Maisonette Bungalow House Bedsitter Studio Apartment Mansion Sort by:   Sort KSh 80,000 pe"
Jiji Kenya,New Kitisuru,Townhouse,80000,0,1,0,1,"KSh 80,000 per month 2bdrm Apartment in Kitisuru for rent Modern 2 & 3 bedroom apartments to let in New Kitisuru, Nairobi located in a quiet, secure, "
Jiji Kenya,New Kitisuru,Apartment,0,0,0,0,0,"Modern 2 & 3 bedroom apartments to let in New Kitisuru, Nairobi located in a quiet, secure, and... Nairobi, Kitisuru"
Jiji Kenya,New Kitisuru,Apartment,0,0,0,0,0,"Modern 2 & 3 bedroom apartments to let in New Kitisuru, Nairobi located in a quiet, secure, and..."
Jiji Kenya,Kahawa Sukari for rent Two bedroom house for rent in kahawa sukari Nairobi,Apartment,30000,0,0,0,0,"KSh 30,000 per month 2bdrm House in Kahawa Sukari for rent Two bedroom house for rent in kahawa sukari Nairobi, Kahawa"
Jiji Kenya,Tilisi,Townhouse,260000,0,0,0,0,"Verified ID   5+ years on Jiji  ENTERPRISE KSh 260,000 per month 4bdrm Townhouse / Terrace in Tilisi, Tigoni for rent 4 bedrooms townhouse with all ro"
Jiji Kenya,Tilisi,Townhouse,260000,0,0,0,0,"KSh 260,000 per month 4bdrm Townhouse / Terrace in Tilisi, Tigoni for rent 4 bedrooms townhouse with all rooms en-suite in a gated community at Tilisi"
Jiji Kenya,Tilisi,Townhouse,260000,0,0,0,0,"KSh 260,000 per month 4bdrm Townhouse / Terrace in Tilisi, Tigoni for rent"
Jiji Kenya,Nairobi Region,Townhouse,0,0,0,0,0,"4 bedrooms townhouse with all rooms en-suite in a gated community at Tilisi
Ground floor
Entrance... Kiambu, Limuru"
Jiji Kenya,Nairobi Region,Townhouse,0,0,0,0,0,"4 bedrooms townhouse with all rooms en-suite in a gated community at Tilisi
Ground floor
Entrance..."
