source_site,micro_area,topology,price_ksh,sq_ft,borehole,parking,security,content_hash
Jiji Kenya,Evantine Homes,Apartment,20000,0,0,0,0,"3+ years on Jiji  KSh 20,000 per month Furnished 2bdrm Apartment in Evantine Homes, Marenyo-Shianda for rent Deposit plus rent should be sorted at ago"
Jiji Kenya,Evantine Homes,Apartment,20000,0,0,0,0,"KSh 20,000 per month Furnished 2bdrm Apartment in Evantine Homes, Marenyo-Shianda for rent Deposit plus rent should be sorted at ago Kakamega, Marenyo"
Jiji Kenya,Evantine Homes,Apartment,20000,0,0,0,0,"KSh 20,000 per month Furnished 2bdrm Apartment in Evantine Homes, Marenyo-Shianda for rent"
Jiji Kenya,Evantine Homes,Apartment,0,0,0,0,0,"Furnished 2bdrm Apartment in Evantine Homes, Marenyo-Shianda for rent"
Jiji Kenya,Nairobi Region,Apartment,180000,0,0,0,0,"5+ years on Jiji  KSh 180,000 per month 3bdrm Apartment in Kilimani for rent 3-Bedroom Apartment for Rent – Riverside, Nairobi
 KES 180,000/month
Mode"
Jiji Kenya,Nairobi Region,Apartment,180000,0,0,0,0,"KSh 180,000 per month 3bdrm Apartment in Kilimani for rent 3-Bedroom Apartment for Rent – Riverside, Nairobi
 KES 180,000/month
Modern 3-bedroom apart"
Jiji Kenya,Nairobi Region,Apartment,180000,0,0,0,0,"3-Bedroom Apartment for Rent – Riverside, Nairobi
 KES 180,000/month
Modern 3-bedroom apartment in... Nairobi, Kilimani"
Jiji Kenya,Nairobi Region,Apartment,180000,0,0,0,0,"3-Bedroom Apartment for Rent – Riverside, Nairobi
 KES 180,000/month
Modern 3-bedroom apartment in..."
Jiji Kenya,Brookside,Apartment,170000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 170,000 per month 5bdrm House in Brookside, Lower Kabete for rent House for Rent in Westlands
This beautiful home "
Jiji Kenya,Brookside,Apartment,170000,0,0,0,0,"KSh 170,000 per month 5bdrm House in Brookside, Lower Kabete for rent House for Rent in Westlands
This beautiful home is located il in the prime neigh"
Jiji Kenya,Brookside,Apartment,170000,0,0,0,0,"KSh 170,000 per month 5bdrm House in Brookside, Lower Kabete for rent"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"House for Rent in Westlands
This beautiful home is located il in the prime neighborhood of... Nairobi, Westlands"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"House for Rent in Westlands
This beautiful home is located il in the prime neighborhood of..."
Jiji Kenya,Jacaranda Gardens,Apartment,55000,0,0,0,0,"Verified ID   5+ years on Jiji  DIAMOND KSh 55,000 per month 3bdrm Apartment in Jacaranda Gardens, Kahawa Maziwa for rent Here’s a clearer, more polis"
Jiji Kenya,Jacaranda Gardens,Apartment,55000,0,0,0,0,"KSh 55,000 per month 3bdrm Apartment in Jacaranda Gardens, Kahawa Maziwa for rent Here’s a clearer, more polished version of your listing:
Jacaranda G"
Jiji Kenya,Jacaranda Gardens,Apartment,55000,0,0,0,0,"KSh 55,000 per month 3bdrm Apartment in Jacaranda Gardens, Kahawa Maziwa for rent"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Here’s a clearer, more polished version of your listing:
Jacaranda Gardens – 3 Bedroom Apartment To... Nairobi, Kahawa"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Here’s a clearer, more polished version of your listing:
Jacaranda Gardens – 3 Bedroom Apartment To..."
Jiji Kenya,Nairobi Region,Bedsitter,7500,0,0,0,0,"5+ years on Jiji  KSh 7,500 per month 1bdrm Bedsitter in Mikindani for rent A apacious bedsitter o. The terrace with great views overlooking the Momba"
Jiji Kenya,Nairobi Region,Bedsitter,7500,0,0,0,0,"KSh 7,500 per month 1bdrm Bedsitter in Mikindani for rent A apacious bedsitter o. The terrace with great views overlooking the Mombasa Nairobi highway"
Jiji Kenya,Nairobi Region,Bedsitter,0,0,0,0,0,"A apacious bedsitter o. The terrace with great views overlooking the Mombasa Nairobi highway. Near... Mombasa, Jomvu"
Jiji Kenya,Nairobi Region,Bedsitter,0,0,0,0,0,A apacious bedsitter o. The terrace with great views overlooking the Mombasa Nairobi highway. Near...
Jiji Kenya,Prime Apartments,Apartment,120000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 120,000 per month 2bdrm Apartment in Prime Apartments, Valley Arcade for rent These exclusive aparrment is locaeed"
Jiji Kenya,Prime Apartments,Apartment,120000,0,0,0,0,"KSh 120,000 per month 2bdrm Apartment in Prime Apartments, Valley Arcade for rent These exclusive aparrment is locaeed along Argwings kodheck road, in"
Jiji Kenya,Prime Apartments,Apartment,120000,0,0,0,0,"KSh 120,000 per month 2bdrm Apartment in Prime Apartments, Valley Arcade for rent"
Jiji Kenya,The Place,Apartment,65000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 65,000 per month 1bdrm Apartment in The Place, Valley Arcade for rent This fantastic 1 bedroom unit is ideally loc"
Jiji Kenya,The Place,Apartment,65000,0,0,0,0,"KSh 65,000 per month 1bdrm Apartment in The Place, Valley Arcade for rent This fantastic 1 bedroom unit is ideally located in laving, its available im"
Jiji Kenya,The Place,Apartment,65000,0,0,0,0,"KSh 65,000 per month 1bdrm Apartment in The Place, Valley Arcade for rent"
Jiji Kenya,Carrefour,Apartment,75000,0,0,0,0,"KSh 75,000 per month 3bdrm Apartment in Carrefour, Diani for rent 3 bedroom apartment in Diani.
Newly built. 
Readh for occupancy. Kwale, Diani"
Jiji Kenya,Carrefour,Apartment,75000,0,0,0,0,"KSh 75,000 per month 3bdrm Apartment in Carrefour, Diani for rent"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"3 bedroom apartment in Diani.
Newly built. 
Readh for occupancy. Kwale, Diani"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"3 bedroom apartment in Diani.
Newly built. 
Readh for occupancy."
Jiji Kenya,Adams Arcade,Studio Apartment,40000,0,0,0,0,"5+ years on Jiji  DIAMOND KSh 40,000 per month Furnished Studio Apartment in Adams Arcade, Posta, Jamhuri Estate You View for Free... An Excellent ful"
Jiji Kenya,Adams Arcade,Studio Apartment,40000,0,0,0,0,"KSh 40,000 per month Furnished Studio Apartment in Adams Arcade, Posta, Jamhuri Estate You View for Free... An Excellent fully-furnished 1-br house wi"
Jiji Kenya,Adams Arcade,Studio Apartment,40000,0,0,0,0,"KSh 40,000 per month Furnished Studio Apartment in Adams Arcade, Posta, Jamhuri Estate"
Jiji Kenya,Adams Arcade,Studio Apartment,0,0,0,0,0,"Furnished Studio Apartment in Adams Arcade, Posta, Jamhuri Estate"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"You View for Free... An Excellent fully-furnished 1-br house with washing machine, dstv & wifi... Nairobi, Jamhuri"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"You View for Free... An Excellent fully-furnished 1-br house with washing machine, dstv & wifi..."
Jiji Kenya,the heart of Westlands,Apartment,100000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 100,000 per month 1bdrm Apartment in Westlands for rent Letting a modern 1 bedroom unfurnished apartment in the he"
Jiji Kenya,the heart of Westlands,Apartment,100000,0,0,0,0,"KSh 100,000 per month 1bdrm Apartment in Westlands for rent Letting a modern 1 bedroom unfurnished apartment in the heart of Westlands, comes with all"
Jiji Kenya,the heart of Westlands,Apartment,0,0,0,0,0,"Letting a modern 1 bedroom unfurnished apartment in the heart of Westlands, comes with all modern... Nairobi, Westlands"
Jiji Kenya,the heart of Westlands,Apartment,0,0,0,0,0,"Letting a modern 1 bedroom unfurnished apartment in the heart of Westlands, comes with all modern..."
Jiji Kenya,Nairobi Region,Apartment,200000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 200,000 per month Furnished 3bdrm Apartment in Raphta Road Area for rent Furnished Apartment for rent in Westlands"
Jiji Kenya,Nairobi Region,Apartment,200000,0,0,0,0,"KSh 200,000 per month Furnished 3bdrm Apartment in Raphta Road Area for rent Furnished Apartment for rent in Westlands Avenue to Let
Ideal for expats "
Jiji Kenya,Raphta Road Area for rent,Apartment,200000,0,0,0,0,"KSh 200,000 per month Furnished 3bdrm Apartment in Raphta Road Area for rent"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Furnished Apartment for rent in Westlands Avenue to Let
Ideal for expats looking for an ideal place... Nairobi, Westlands"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Furnished Apartment for rent in Westlands Avenue to Let
Ideal for expats looking for an ideal place..."
Jiji Kenya,Nairobi Region,Apartment,225000,0,0,0,0,"Verified ID   5+ years on Jiji  ENTERPRISE KSh 225,000 per month Furnished 2bdrm Apartment in Kileleshwa for rent A furnished 2-bedroom apartment with"
Jiji Kenya,Nairobi Region,Apartment,225000,0,0,0,0,"KSh 225,000 per month Furnished 2bdrm Apartment in Kileleshwa for rent A furnished 2-bedroom apartment with 2 bathrooms is available for rent on the 8"
Jiji Kenya,Kileleshwa for rent,Apartment,225000,0,0,0,0,"KSh 225,000 per month Furnished 2bdrm Apartment in Kileleshwa for rent"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"A furnished 2-bedroom apartment with 2 bathrooms is available for rent on the 8th floor of a modern... Nairobi, Kileleshwa"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,A furnished 2-bedroom apartment with 2 bathrooms is available for rent on the 8th floor of a modern...
Jiji Kenya,Muhia Road,Townhouse,21000,0,0,0,0,"Verified ID   3+ years on Jiji  KSh 21,000 per month Furnished 2bdrm Bungalow in Muhia Road, Wangige for rent Bungalow for rent along western bypass. "
Jiji Kenya,Muhia Road,Apartment,21000,0,0,0,0,"KSh 21,000 per month Furnished 2bdrm Bungalow in Muhia Road, Wangige for rent Bungalow for rent along western bypass. The house is located in a calm a"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Bungalow for rent along western bypass. The house is located in a calm and very secure environment.... Kiambu, Kabete"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,Bungalow for rent along western bypass. The house is located in a calm and very secure environment....
Jiji Kenya,Nairobi Region,Townhouse,420000,0,0,0,0,"Verified ID   5+ years on Jiji  ENTERPRISE KSh 420,000 per month 4bdrm House in Kitisuru West for rent A 4-bedroom townhouse with en-suite bathrooms i"
Jiji Kenya,Nairobi Region,Townhouse,420000,0,0,0,0,"KSh 420,000 per month 4bdrm House in Kitisuru West for rent A 4-bedroom townhouse with en-suite bathrooms is available for rent in a gated community i"
Jiji Kenya,Nairobi Region,Townhouse,0,0,0,0,0,"A 4-bedroom townhouse with en-suite bathrooms is available for rent in a gated community in Kitisuru... Nairobi, Kitisuru"
Jiji Kenya,Nairobi Region,Townhouse,0,0,0,0,0,A 4-bedroom townhouse with en-suite bathrooms is available for rent in a gated community in Kitisuru...
Jiji Kenya,Kiambu Rd,Townhouse,220000,0,0,0,0,"Verified ID   5+ years on Jiji  ENTERPRISE KSh 220,000 per month 3bdrm Townhouse / Terrace in Kiambu Rd, Thindigua/Kasarini for rent 3-bedroom single-"
Jiji Kenya,Kiambu Rd,Townhouse,220000,0,0,0,0,"KSh 220,000 per month 3bdrm Townhouse / Terrace in Kiambu Rd, Thindigua/Kasarini for rent 3-bedroom single-storey Townhouse in a gated community locat"
Jiji Kenya,Kiambu Rd,Townhouse,220000,0,0,0,0,"KSh 220,000 per month 3bdrm Townhouse / Terrace in Kiambu Rd, Thindigua/Kasarini for rent"
Jiji Kenya,Kiambu Rd,Townhouse,0,0,0,0,0,"3bdrm Townhouse / Terrace in Kiambu Rd, Thindigua/Kasarini for rent"
Jiji Kenya,Nairobi Region,Townhouse,0,0,0,0,0,"3-bedroom single-storey Townhouse in a gated community located off Kiambu Road

Modern open plan... Kiambu, Kiambu / Kiambu"
Jiji Kenya,Nairobi Region,Townhouse,0,0,0,0,0,"3-bedroom single-storey Townhouse in a gated community located off Kiambu Road

Modern open plan..."
Jiji Kenya,Nairobi Region,Apartment,65000,0,0,0,0,"5+ years on Jiji  KSh 65,000 per month 1bdrm Apartment in State House Area for rent 1-Bedroom Apartment for Rent – State House Rd
 Rent: KES 65,000/mo"
Jiji Kenya,Nairobi Region,Apartment,65000,0,0,0,0,"KSh 65,000 per month 1bdrm Apartment in State House Area for rent 1-Bedroom Apartment for Rent – State House Rd
 Rent: KES 65,000/month
 Location: Sta"
Jiji Kenya,State House Area for rent,Apartment,65000,0,0,0,0,"KSh 65,000 per month 1bdrm Apartment in State House Area for rent"
Jiji Kenya,Nairobi Region,Apartment,65000,0,0,0,0,"1-Bedroom Apartment for Rent – State House Rd
 Rent: KES 65,000/month
 Location: State House Road,... Nairobi, Kilimani"
Jiji Kenya,Nairobi Region,Apartment,65000,0,0,0,0,"1-Bedroom Apartment for Rent – State House Rd
 Rent: KES 65,000/month
 Location: State House Road,..."
Jiji Kenya,Kitsuru,Apartment,100000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 100,000 per month Furnished 4bdrm House in Kitsuru, Lower Kabete for rent New Kitisuru – Elegant 4 Bedroom Home (H"
Jiji Kenya,Kitsuru,Apartment,100000,0,0,0,0,"KSh 100,000 per month Furnished 4bdrm House in Kitsuru, Lower Kabete for rent New Kitisuru – Elegant 4 Bedroom Home (Homestay Concept) To Let
 100,000"
Jiji Kenya,Kitsuru,Apartment,100000,0,0,0,0,"KSh 100,000 per month Furnished 4bdrm House in Kitsuru, Lower Kabete for rent"
Jiji Kenya,Jacaranda Gardens,Apartment,60000,0,0,0,0,"Verified ID   5+ years on Jiji  DIAMOND KSh 60,000 per month 2bdrm Apartment in Jacaranda Gardens, Kahawa Maziwa for rent 2-Bedroom Apartments for to "
Jiji Kenya,Jacaranda Gardens,Apartment,60000,0,0,0,0,"KSh 60,000 per month 2bdrm Apartment in Jacaranda Gardens, Kahawa Maziwa for rent 2-Bedroom Apartments for to let– Jacaranda Gardens
Original Price: K"
Jiji Kenya,Jacaranda Gardens,Apartment,60000,0,0,0,0,"KSh 60,000 per month 2bdrm Apartment in Jacaranda Gardens, Kahawa Maziwa for rent"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"2-Bedroom Apartments for to let– Jacaranda Gardens
Original Price: Kshs. 55,000
Now Letting From:... Nairobi, Kahawa"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"2-Bedroom Apartments for to let– Jacaranda Gardens
Original Price: Kshs. 55,000
Now Letting From:..."
Jiji Kenya,Nandwa Ivy Residence,Apartment,195000,0,0,0,0,"Verified ID   5+ years on Jiji  DIAMOND KSh 195,000 per month Furnished 2bdrm Apartment in Nandwa Ivy Residence, Kileleshwa for rent This is an exquis"
Jiji Kenya,Nandwa Ivy Residence,Apartment,195000,0,0,0,0,"KSh 195,000 per month Furnished 2bdrm Apartment in Nandwa Ivy Residence, Kileleshwa for rent This is an exquisite ready to occupy apartment complex on"
Jiji Kenya,Nandwa Ivy Residence,Apartment,195000,0,0,0,0,"KSh 195,000 per month Furnished 2bdrm Apartment in Nandwa Ivy Residence, Kileleshwa for rent"
Jiji Kenya,Nandwa Ivy Residence,Apartment,0,0,0,0,0,"Furnished 2bdrm Apartment in Nandwa Ivy Residence, Kileleshwa for rent"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"This is an exquisite ready to occupy apartment complex on othaya road. It is situated in a soughy... Nairobi, Kileleshwa"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,This is an exquisite ready to occupy apartment complex on othaya road. It is situated in a soughy...
Jiji Kenya,General Mathenge,Apartment,150000,0,0,0,0,"5+ years on Jiji  KSh 150,000 per month 3bdrm Apartment in General Mathenge, Westlands for rent This nicely done and very spacious 3 bedroom apartment"
Jiji Kenya,General Mathenge,Apartment,150000,0,0,0,0,"KSh 150,000 per month 3bdrm Apartment in General Mathenge, Westlands for rent This nicely done and very spacious 3 bedroom apartment is available for "
Jiji Kenya,General Mathenge,Apartment,150000,0,0,0,0,"KSh 150,000 per month 3bdrm Apartment in General Mathenge, Westlands for rent"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"This nicely done and very spacious 3 bedroom apartment is available for rent... Located in General... Nairobi, Westlands"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,This nicely done and very spacious 3 bedroom apartment is available for rent... Located in General...
Jiji Kenya,Parklands for rent This nicely done,Apartment,120000,0,0,0,0,"5+ years on Jiji  KSh 120,000 per month 4bdrm Apartment in Parklands for rent This nicely done, well maintained and very spacious 4 bedroom apartment "
Jiji Kenya,Parklands for rent This nicely done,Apartment,120000,0,0,0,0,"KSh 120,000 per month 4bdrm Apartment in Parklands for rent This nicely done, well maintained and very spacious 4 bedroom apartment is available for r"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"This nicely done, well maintained and very spacious 4 bedroom apartment is available for rent...... Nairobi, Parklands/Highridge"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"This nicely done, well maintained and very spacious 4 bedroom apartment is available for rent......"
Jiji Kenya,Posta,Studio Apartment,42000,0,0,0,0,"5+ years on Jiji  KSh 42,000 per month Furnished Studio Apartment in Posta, Adams Arcade, Jamhuri Estate Come & View Free... Great Fully-furnished 1-B"
Jiji Kenya,Posta,Studio Apartment,42000,0,0,0,0,"KSh 42,000 per month Furnished Studio Apartment in Posta, Adams Arcade, Jamhuri Estate Come & View Free... Great Fully-furnished 1-BR house with Washi"
Jiji Kenya,Posta,Studio Apartment,42000,0,0,0,0,"KSh 42,000 per month Furnished Studio Apartment in Posta, Adams Arcade, Jamhuri Estate"
Jiji Kenya,Posta,Studio Apartment,0,0,0,0,0,"Furnished Studio Apartment in Posta, Adams Arcade, Jamhuri Estate"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Come & View Free... Great Fully-furnished 1-BR house with Washing Machine, NETFLIX, DSTV & WIFI is... Nairobi, Jamhuri"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Come & View Free... Great Fully-furnished 1-BR house with Washing Machine, NETFLIX, DSTV & WIFI is..."
Jiji Kenya,Nairobi Region,Apartment,115000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 115,000 per month 2bdrm Apartment in Westlands for rent Westlands luxurious 2 bedroom apartment plus detached dsq "
Jiji Kenya,Nairobi Region,Apartment,115000,0,0,0,0,"KSh 115,000 per month 2bdrm Apartment in Westlands for rent Westlands luxurious 2 bedroom apartment plus detached dsq available at Kes 115k inclusive "
Jiji Kenya,Nairobi Region,Apartment,115,0,0,0,0,"Westlands luxurious 2 bedroom apartment plus detached dsq available at Kes 115k inclusive of service... Nairobi, Westlands"
Jiji Kenya,Nairobi Region,Apartment,115,0,0,0,0,Westlands luxurious 2 bedroom apartment plus detached dsq available at Kes 115k inclusive of service...
Jiji Kenya,Maisha Mapya,Apartment,40000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 40,000 per month 2bdrm Apartment in Maisha Mapya, Limuru for rent Beautiful 2 bedroom in Tilisi controlled develop"
Jiji Kenya,Maisha Mapya,Apartment,40000,0,0,0,0,"KSh 40,000 per month 2bdrm Apartment in Maisha Mapya, Limuru for rent Beautiful 2 bedroom in Tilisi controlled development just 30 mins from town 
Inc"
Jiji Kenya,Maisha Mapya,Apartment,40000,0,0,0,0,"KSh 40,000 per month 2bdrm Apartment in Maisha Mapya, Limuru for rent"
Jiji Kenya,Golden Palm,Apartment,200000,0,0,0,0,"KSh 200,000 per month 5bdrm House in Golden Palm, Thindigua/Kasarini for rent Luxury 5 bedroom house for rent off Kiambu Road ,all-ensuite standalone "
Jiji Kenya,Golden Palm,Apartment,200000,0,0,0,0,"KSh 200,000 per month 5bdrm House in Golden Palm, Thindigua/Kasarini for rent"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Luxury 5 bedroom house for rent off Kiambu Road ,all-ensuite standalone villa plus SQ for rent on... Kiambu, Kiambu / Kiambu"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Luxury 5 bedroom house for rent off Kiambu Road ,all-ensuite standalone villa plus SQ for rent on..."
Jiji Kenya,Fourways Junction,Bedsitter,90000,0,1,0,1,"Verified ID   5+ years on Jiji  KSh 90,000 per month 3bdrm Apartment in Muthaiga Square for rent Lovely 3 bedroom Apartment in the heart of city overl"
Jiji Kenya,Nairobi Region,Apartment,90000,0,0,0,0,"KSh 90,000 per month 3bdrm Apartment in Muthaiga Square for rent Lovely 3 bedroom Apartment in the heart of city overlooking Muthaiga and Thika rd
Spa"
Jiji Kenya,Muthaiga Square for rent,Apartment,90000,0,0,0,0,"KSh 90,000 per month 3bdrm Apartment in Muthaiga Square for rent"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Lovely 3 bedroom Apartment in the heart of city overlooking Muthaiga and Thika rd
Spacious living... Nairobi, Muthaiga"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Lovely 3 bedroom Apartment in the heart of city overlooking Muthaiga and Thika rd
Spacious living..."
Jiji Kenya,Fourways Junction,Apartment,158000,0,0,0,0,"KSh 158,000 per month 4bdrm House in Fourways Junction, Thindigua/Kasarini for rent 4-bedroom villa for rent along Kiambu Road in Fourways Junction Es"
Jiji Kenya,Fourways Junction,Apartment,158000,0,0,0,0,"KSh 158,000 per month 4bdrm House in Fourways Junction, Thindigua/Kasarini for rent"
Jiji Kenya,Fourways Junction,Apartment,0,0,0,0,0,"4bdrm House in Fourways Junction, Thindigua/Kasarini for rent"
Jiji Kenya,Muthaiga North,Apartment,280000,0,0,0,0,"KSh 280,000 per month 5bdrm House in Muthaiga North for rent Luxury 5-bedroom all en-suite house to let in Muthaiga North, Nairobi located in a secure"
Jiji Kenya,Muthaiga North,Apartment,0,0,0,0,0,"Luxury 5-bedroom all en-suite house to let in Muthaiga North, Nairobi located in a secure gated... Nairobi, Muthaiga"
Jiji Kenya,Muthaiga North,Apartment,0,0,0,0,0,"Luxury 5-bedroom all en-suite house to let in Muthaiga North, Nairobi located in a secure gated..."
Jiji Kenya,Nairobi Region,Apartment,200000,0,0,0,0,"5+ years on Jiji  KSh 200,000 per month 5bdrm Apartment in Kilimani for rent 5-Bedroom Penthouse for Rent – Kilimani
 Kilimani
 KES 200,000 per month
"
Jiji Kenya,Nairobi Region,Apartment,200000,0,0,0,0,"KSh 200,000 per month 5bdrm Apartment in Kilimani for rent 5-Bedroom Penthouse for Rent – Kilimani
 Kilimani
 KES 200,000 per month
Enjoy luxury livin"
Jiji Kenya,Nairobi Region,Apartment,200000,0,0,0,0,"5-Bedroom Penthouse for Rent – Kilimani
 Kilimani
 KES 200,000 per month
Enjoy luxury living in this... Nairobi, Kilimani"
Jiji Kenya,Nairobi Region,Apartment,200000,0,0,0,0,"5-Bedroom Penthouse for Rent – Kilimani
 Kilimani
 KES 200,000 per month
Enjoy luxury living in this..."
Jiji Kenya,Brookside,Apartment,110000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 110,000 per month Furnished 2bdrm Apartment in Brookside, Lower Kabete for rent 2 Bedroom Apartments – Brookside, "
Jiji Kenya,Brookside,Apartment,110000,0,0,0,0,"KSh 110,000 per month Furnished 2bdrm Apartment in Brookside, Lower Kabete for rent 2 Bedroom Apartments – Brookside, Westlands
This spacious 2-bedroo"
Jiji Kenya,Brookside,Apartment,110000,0,0,0,0,"KSh 110,000 per month Furnished 2bdrm Apartment in Brookside, Lower Kabete for rent"
Jiji Kenya,Brookside,Apartment,0,0,0,0,0,"Furnished 2bdrm Apartment in Brookside, Lower Kabete for rent"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"2 Bedroom Apartments – Brookside, Westlands
This spacious 2-bedroom apartment is located in the... Nairobi, Westlands"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"2 Bedroom Apartments – Brookside, Westlands
This spacious 2-bedroom apartment is located in the..."
Jiji Kenya,Nairobi Region,Bedsitter,12000,0,1,0,1,"5+ years on Jiji  KSh 12,000 per month 1bdrm Bedsitter in Majengo for rent Spacious bedsitter with modern finishing. Has borehole water and 24hr. Secu"
Jiji Kenya,Nairobi Region,Bedsitter,12000,0,1,0,1,"KSh 12,000 per month 1bdrm Bedsitter in Majengo for rent Spacious bedsitter with modern finishing. Has borehole water and 24hr. Security. Has ease of "
Jiji Kenya,Nairobi Region,Bedsitter,0,0,1,0,1,"Spacious bedsitter with modern finishing. Has borehole water and 24hr. Security. Has ease of access... Mombasa, Mvita"
Jiji Kenya,Nairobi Region,Bedsitter,0,0,1,0,1,Spacious bedsitter with modern finishing. Has borehole water and 24hr. Security. Has ease of access...
Jiji Kenya,Oak Classic,Apartment,100000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 100,000 per month 2bdrm Apartment in Oak Classic, Kilimani for rent This is a spectacular apaprtment available for"
Jiji Kenya,Oak Classic,Apartment,100000,0,0,0,0,"KSh 100,000 per month 2bdrm Apartment in Oak Classic, Kilimani for rent This is a spectacular apaprtment available for rental immediately. 
Its a 2 be"
Jiji Kenya,Oak Classic,Apartment,100000,0,0,0,0,"KSh 100,000 per month 2bdrm Apartment in Oak Classic, Kilimani for rent"
Jiji Kenya,Nairobi Region,Apartment,150000,0,0,0,0,"5+ years on Jiji  KSh 150,000 per month 3bdrm Apartment in Parklands for rent Available for rent is this nicely done and very spacious 3 bedroom apart"
Jiji Kenya,Nairobi Region,Apartment,150000,0,0,0,0,"KSh 150,000 per month 3bdrm Apartment in Parklands for rent Available for rent is this nicely done and very spacious 3 bedroom apartment... Located in"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Available for rent is this nicely done and very spacious 3 bedroom apartment... Located in Parklands... Nairobi, Parklands/Highridge"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,Available for rent is this nicely done and very spacious 3 bedroom apartment... Located in Parklands...
Jiji Kenya,Nairobi Region,Apartment,100000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 100,000 per month 2bdrm Apartment in Westlands for rent Westlands 2 bedroom apartments to let at Kes 100k
Features"
Jiji Kenya,Nairobi Region,Apartment,100000,0,0,0,0,"KSh 100,000 per month 2bdrm Apartment in Westlands for rent Westlands 2 bedroom apartments to let at Kes 100k
Features include:
-All ensuite
-Ultra sp"
Jiji Kenya,Nairobi Region,Apartment,100,0,0,0,0,"Westlands 2 bedroom apartments to let at Kes 100k
Features include:
-All ensuite
-Ultra spacious... Nairobi, Westlands"
Jiji Kenya,Nairobi Region,Apartment,100,0,0,0,0,"Westlands 2 bedroom apartments to let at Kes 100k
Features include:
-All ensuite
-Ultra spacious..."
Jiji Kenya,Kilimani,Studio Apartment,40000,0,0,0,0,"5+ years on Jiji  KSh 40,000 per month Furnished Studio Apartment in Kilimani, Riara Rd, Hurlingham for rent Finally Kilimani-View For FREE... Fully-F"
Jiji Kenya,Kilimani,Studio Apartment,40000,0,0,0,0,"KSh 40,000 per month Furnished Studio Apartment in Kilimani, Riara Rd, Hurlingham for rent Finally Kilimani-View For FREE... Fully-Furnished 1-BR Hous"
Jiji Kenya,Kilimani,Studio Apartment,40000,0,0,0,0,"KSh 40,000 per month Furnished Studio Apartment in Kilimani, Riara Rd, Hurlingham for rent"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,"Finally Kilimani-View For FREE... Fully-Furnished 1-BR House Ready Available Today; With Washing... Nairobi, Kilimani"
Jiji Kenya,Nairobi Region,Apartment,0,0,0,0,0,Finally Kilimani-View For FREE... Fully-Furnished 1-BR House Ready Available Today; With Washing...
Jiji Kenya,Nairobi Region,Apartment,100000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 100,000 per month 2bdrm Apartment in Westlands for rent Westlands 2 bedroom apartment all-ensuite plus DSQ to let "
