region_cluster,micro_area,topology,price_ksh,sq_ft,borehole,parking,security,content_hash
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,230000,0,0,0,0,"4 Bed Apartment with En Suite at Vihiga Road
                                         
 
 
 
 
 
                                                4 Bed"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,65000,68,0,0,0,"1 Bed Apartment with En Suite at Gatundu Road
                                         
 
 
 
 
 
                                                1 Be"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,100000,120,0,0,0,"2 Bed Apartment with En Suite at Muringa
                                         
 
 
 
 
 
                                                2 Bed Apa"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,250000,100,0,0,0,"Furnished 2 Bed Apartment with En Suite at Kindaruma Road
                                         
 
 
 
 
 
                                        "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,90000,87,0,0,0,"2 Bed Apartment with En Suite at Kirichwa Road
                                         
 
 
 
 
 
                                                2 B"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,100000,109,0,0,0,"2 Bed Apartment with En Suite at Kindaruma Road
                                         
 
 
 
 
 
                                                2 "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,95000,125,0,0,0,"2 Bed Apartment with En Suite at Argwings Kodhek
                                         
 
 
 
 
 
                                                2"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,95000,88,0,0,0,"2 Bed Apartment with En Suite at Menelik Road
                                         
 
 
 
 
 
                                                2 Be"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,65000,0,0,0,0,"1 Bed Apartment with En Suite at Chania Avenue
                                         
 
 
 
 
 
                                                1 B"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,170000,300,0,0,0,"Furnished 3 Bed Apartment with En Suite at Lavington
                                         
 
 
 
 
 
                                             "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,180000,155,0,0,0,"Serviced 2 Bed Apartment with En Suite at Kilimani
                                         
 
 
 
 
 
                                               "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,75000,150,0,0,0,"Serviced 3 Bed Apartment with En Suite at Kiambu Road
                                         
 
 
 
 
 
                                            "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,120000,130,0,0,0,"2 Bed Apartment with En Suite at Muthangari Road
                                         
 
 
 
 
 
                                                2"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,150000,140,0,0,0,"3 Bed Apartment with En Suite at Muthangari Road
                                         
 
 
 
 
 
                                                3"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,50000,120,0,0,0,"Serviced 2 Bed Apartment with En Suite in Garden Estate
                                         
 
 
 
 
 
                                          "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,130000,0,0,0,0,"2 Bed Apartment with En Suite at Bohra Street
                                         
 
 
 
 
 
                                                2 Be"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,110000,0,0,0,0,"3 Bed Apartment with En Suite at Hatheru Road
                                         
 
 
 
 
 
                                                3 Be"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Studio Apartment,90000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
             
 
 
   9 
 
   
   
 
 
 
 
 
   
 
 
 
 
 
 
 
 
 
     
                                            Stu"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Studio Apartment,90000,0,0,0,0,"Studio Apartment with En Suite in Nyari
                                         
 
 
 
 
 
                                                Studio Apa"
Kilimani-Kileleshwa,"westlands
                                     
 
 
   
   
 
 
   
                    Westlands Area",Apartment,70000,80,1,0,0,"0 
 
 
 
 
 
   
     
 
 
   
         
 
 
   2 
 
   
   
 
 
 
 
   
 
   
 
 
   
 
 
   
 
 
 
 
 
 
 
 
 
     
                               "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,70000,80,0,0,0,"1 Bed Apartment with En Suite at Valley Arcade
                                         
 
 
 
 
 
                                                1 B"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,65000,0,0,0,0,"1 Bed Apartment with Gym at Wood Avenue
                                         
 
 
 
 
 
                                                1 Bed Apar"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,60000,900,0,0,0,"3 Bed Apartment with En Suite at Off Links Road
                                         
 
 
 
 
 
                                                3 "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,140000,0,0,0,0,"Serviced 2 Bed Apartment with En Suite in Upper Hill
                                         
 
 
 
 
 
                                             "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,200000,0,1,0,0,"Serviced 2 Bed Apartment with Borehole at City Park Drive
                                         
 
 
 
 
 
                                        "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,330000,0,0,0,0,"Serviced 2 Bed Apartment with En Suite in Brookside
                                         
 
 
 
 
 
                                              "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,95000,0,0,0,0,"1 Bed Apartment with En Suite in Brookside
                                         
 
 
 
 
 
                                                1 Bed A"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,150000,0,0,0,0,"3 Bed Apartment in Kilimani
                                         
 
 
 
 
 
                                                3 Bed Apartment in Kil"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,85000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
   
 
 
           
 
 
   19 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
   
 
 
   
 
 
 
 
 
 
 
 
 
     
        "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,200000,140,0,0,0,"Serviced 2 Bed Apartment with En Suite at Argwings Kodhek
                                         
 
 
 
 
 
                                        "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,240000,300,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
             
 
 
   10 
 
   
   
 
 
 
 
 
   
 
 
 
 
 
 
 
 
 
     
                                            4 "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,150000,0,0,0,0,"2 Bed Apartment with En Suite at Nyeri Road
                                         
 
 
 
 
 
                                                2 Bed "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,110000,0,0,0,0,"2 Bed Apartment with En Suite at Lavington Maziwa
                                         
 
 
 
 
 
                                                "
Kilimani-Kileleshwa,"Westlands
                                     
 
 
   
   
 
 
   
                    Westlands Area",Apartment,90000,0,0,0,0,"2 Bed Apartment with En Suite at Westlands Rd
                                         
 
 
 
 
 
                                                2 Be"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Studio Apartment,80000,0,0,0,0,"1 Bed Apartment with En Suite at Riverside
                                         
 
 
 
 
 
                                                1 Bed A"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,75000,0,1,0,0,"2 Bed Apartment with Borehole in Westlands Area
                                         
 
 
 
 
 
                                                2 "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,180000,0,0,0,0,"3 Bed Apartment with En Suite at Off Brookside Drive
                                         
 
 
 
 
 
                                             "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,60000,0,0,0,0,"1 Bed Apartment with En Suite at Wood Avenue
                                         
 
 
 
 
 
                                                1 Bed"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,200000,0,0,0,0,"4 Bed Apartment with En Suite at Henred Avenue
                                         
 
 
 
 
 
                                                4 B"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,140000,0,0,0,0,"3 Bed Apartment with En Suite at Kileleshwa.
                                         
 
 
 
 
 
                                                3 Bed"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,140000,220,0,0,0,"3 Bed Apartment with Staff Quarters at Wood Avenue
                                         
 
 
 
 
 
                                               "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,200000,0,0,0,0,"2 Bed Apartment with En Suite in Rosslyn
                                         
 
 
 
 
 
                                                2 Bed Apa"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,230000,0,0,0,0,"Serviced 3 Bed Apartment with En Suite at Rosewood Avenue
                                         
 
 
 
 
 
                                        "
Kilimani-Kileleshwa,Lavington,Apartment,110000,0,0,0,0,"3 Bedrooms
         
 
 
 
            3 Bathrooms
         
 
   
 
     
                                        3-Bedroom apartment to let, Kes 110"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,140000,104,0,0,0,"Serviced 1 Bed Apartment with Swimming Pool in Kileleshwa
                                         
 
 
 
 
 
                                        "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,250000,0,0,0,0,"3 Bed Apartment with Swimming Pool at Nyeri Rd
                                         
 
 
 
 
 
                                                3 B"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,250000,0,0,0,0,"Serviced 3 Bed Apartment with Swimming Pool at Kindaruma Rd
                                         
 
 
 
 
 
                                      "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,95000,0,0,0,0,"2 Bed Apartment with Swimming Pool at Kindaruma Rd
                                         
 
 
 
 
 
                                               "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,200000,0,0,0,0,"Serviced 2 Bed Apartment with Swimming Pool in Westlands Area
                                         
 
 
 
 
 
                                    "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,90000,0,0,0,0,"Furnished 1 Bed Apartment with Swimming Pool at Tatu City
                                         
 
 
 
 
 
                                        "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,110000,0,0,0,0,"2 Bed Apartment with En Suite at Gatundu Road
                                         
 
 
 
 
 
                                                2 Be"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,65000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
             
 
 
   18 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
   
 
 
   
 
 
 
 
 
 
 
 
 
     
              "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,65000,0,0,0,0,"3 Bed Apartment with En Suite in Thika Road
                                         
 
 
 
 
 
                                                3 Bed "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,120000,0,1,0,0,"4 Bed Apartment with Borehole in Parklands
                                         
 
 
 
 
 
                                                4 Bed A"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,50000,0,0,0,0,"2 Bed Apartment with En Suite in Kiambu Road
                                         
 
 
 
 
 
                                                2 Bed"
Westlands-Parklands,Gl,Mansionette,60,0,0,0,0,Search in Houses & Apartments For Rent Sell faster Buy smarter Sign in Registration Sell Jiji Property in Westlands 252 results for  Houses & Apartmen
Westlands-Parklands,Gl,Mansionette,60,0,0,0,0,Jiji Property in Westlands 252 results for  Houses & Apartments For Rent   in Westlands Categories Property New Builds  | 20 Houses & Apartments For R
Westlands-Parklands,Gl,Mansionette,60,0,0,0,0,Categories Property New Builds  | 20 Houses & Apartments For Rent  | 343 Houses & Apartments For Sale  | 422 Short Let  | 56 Show all 9 Location Westl
Westlands-Parklands,Gl,Townhouse,60,0,0,0,0,Houses & Apartments For Rent in Westlands < KSh 60 K KSh 60 - 85 K KSh 85 - 120 K > KSh 120 K Apartment Townhouse / Terrace Bungalow House Maisonette 
Westlands-Parklands,Westlands-Parklands,Townhouse,60,0,0,0,0,< KSh 60 K KSh 60 - 85 K KSh 85 - 120 K > KSh 120 K Apartment Townhouse / Terrace Bungalow House Maisonette Studio Apartment Villa
Westlands-Parklands,Gl,Apartment,155000,0,0,0,0,"Verified ID   5+ years on Jiji  VIP GOLD KSh 155,000 per month 3bdrm Apartment in Spring Valley for rent 3 Bedroom Apartment for Rent in – Westlands
T"
Westlands-Parklands,Westlands-Parklands,Apartment,155000,0,0,0,0,"KSh 155,000 per month 3bdrm Apartment in Spring Valley for rent 3 Bedroom Apartment for Rent in – Westlands
This spacious 3-bedroom apartment is locat"
Westlands-Parklands,Spring Valley for rent,Apartment,155000,0,0,0,0,"KSh 155,000 per month 3bdrm Apartment in Spring Valley for rent"
Westlands-Parklands,Westlands-Parklands,Apartment,32000,0,0,0,0,"5+ years on Jiji  KSh 32,000 per month 2bdrm Apartment in Lower Kabete for rent Lower Kabete 2BR Quiet. New. All Tiles. Spacious. Excellent Finishes
✓"
Westlands-Parklands,Westlands-Parklands,Apartment,32000,0,0,0,0,"KSh 32,000 per month 2bdrm Apartment in Lower Kabete for rent Lower Kabete 2BR Quiet. New. All Tiles. Spacious. Excellent Finishes
✓ To let - Lower Ka"
Westlands-Parklands,Lower Kabete for rent,Apartment,32000,0,0,0,0,"KSh 32,000 per month 2bdrm Apartment in Lower Kabete for rent"
Westlands-Parklands,Westlands-Parklands,Apartment,60000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 60,000 per month 1bdrm Apartment in Westlands for rent Rent a tastefully well spaced 1br in the heart of Westlands"
Westlands-Parklands,Westlands-Parklands,Apartment,60000,0,0,0,0,"KSh 60,000 per month 1bdrm Apartment in Westlands for rent Rent a tastefully well spaced 1br in the heart of Westlands.
Amenities:
Outdoor Swimming po"
Westlands-Parklands,Westlands-Parklands,Apartment,157000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 157,000 per month 3bdrm Apartment in Westlands for rent Westlands ultra-spacious 3 bedroom apartment all en-suite "
Westlands-Parklands,Westlands-Parklands,Apartment,157000,0,0,0,0,"KSh 157,000 per month 3bdrm Apartment in Westlands for rent Westlands ultra-spacious 3 bedroom apartment all en-suite plus dsq to let inclusive of ser"
Westlands-Parklands,Westlands-Parklands,Apartment,100000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 100,000 per month 2bdrm Apartment in Westlands for rent Westlands 2 bedroom apartments to let at Kes 100k
Features"
Westlands-Parklands,Westlands-Parklands,Apartment,100000,0,0,0,0,"KSh 100,000 per month 2bdrm Apartment in Westlands for rent Westlands 2 bedroom apartments to let at Kes 100k
Features include:
-All ensuite
-Ultra sp"
Westlands-Parklands,Westlands-Parklands,Apartment,100,0,0,0,0,"Westlands 2 bedroom apartments to let at Kes 100k
Features include:
-All ensuite
-Ultra spacious... Westlands"
Westlands-Parklands,Westlands-Parklands,Apartment,100,0,0,0,0,"Westlands 2 bedroom apartments to let at Kes 100k
Features include:
-All ensuite
-Ultra spacious..."
Westlands-Parklands,Westlands-Parklands,Apartment,110000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 110,000 per month 2bdrm Apartment in Westlands for rent Spacious 106 sqm 2-bedroom apartment located on the 15th f"
Westlands-Parklands,Westlands-Parklands,Apartment,110000,0,0,0,0,"KSh 110,000 per month 2bdrm Apartment in Westlands for rent Spacious 106 sqm 2-bedroom apartment located on the 15th floor, offering great views and a"
Westlands-Parklands,Gl,Apartment,90000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 90,000 per month 1bdrm Apartment in Gl, Raphta Road Area for rent This is a spacious 1 bedroom apartment 63sqm. Id"
Westlands-Parklands,Gl,Apartment,90000,0,0,0,0,"KSh 90,000 per month 1bdrm Apartment in Gl, Raphta Road Area for rent This is a spacious 1 bedroom apartment 63sqm. Ideal for young professional looki"
Westlands-Parklands,Gl,Apartment,90000,0,0,0,0,"KSh 90,000 per month 1bdrm Apartment in Gl, Raphta Road Area for rent"
Westlands-Parklands,Brookside,Apartment,110000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 110,000 per month Furnished 2bdrm Apartment in Brookside, Lower Kabete for rent 2 Bedroom Apartments – Brookside, "
Westlands-Parklands,Brookside,Apartment,110000,0,0,0,0,"KSh 110,000 per month Furnished 2bdrm Apartment in Brookside, Lower Kabete for rent 2 Bedroom Apartments – Brookside, Westlands
This spacious 2-bedroo"
Westlands-Parklands,Brookside,Apartment,110000,0,0,0,0,"KSh 110,000 per month Furnished 2bdrm Apartment in Brookside, Lower Kabete for rent"
Westlands-Parklands,Brookside,Apartment,170000,0,0,0,0,"Verified ID   5+ years on Jiji  VIP GOLD KSh 170,000 per month 5bdrm House in Brookside, Lower Kabete for rent House for Rent in Westlands
This beauti"
Westlands-Parklands,Brookside,Apartment,170000,0,0,0,0,"KSh 170,000 per month 5bdrm House in Brookside, Lower Kabete for rent House for Rent in Westlands
This beautiful home is located il in the prime neigh"
Westlands-Parklands,Brookside,Apartment,170000,0,0,0,0,"KSh 170,000 per month 5bdrm House in Brookside, Lower Kabete for rent"
Westlands-Parklands,Westlands-Parklands,Apartment,150000,0,0,0,0,"5+ years on Jiji  KSh 150,000 per month 3bdrm Apartment in Westlands for rent 3-Bedroom Apartment + DSQ for Rent – Westlands
 Rent: per month
 Locatio"
Westlands-Parklands,Westlands-Parklands,Apartment,150000,0,0,0,0,"KSh 150,000 per month 3bdrm Apartment in Westlands for rent 3-Bedroom Apartment + DSQ for Rent – Westlands
 Rent: per month
 Location: Westlands, Nair"
Westlands-Parklands,Westlands-Parklands,Apartment,70000,0,0,0,0,"5+ years on Jiji  KSh 70,000 per month 2bdrm Apartment in Westlands for rent 2-Bedroom Apartment for Rent – Westlands, Nairobi
 Westlands, Nairobi | K"
Westlands-Parklands,Westlands-Parklands,Apartment,70000,0,0,0,0,"KSh 70,000 per month 2bdrm Apartment in Westlands for rent 2-Bedroom Apartment for Rent – Westlands, Nairobi
 Westlands, Nairobi | KES 70,000/month
Sp"
Westlands-Parklands,Westlands-Parklands,Apartment,70000,0,0,0,0,"2-Bedroom Apartment for Rent – Westlands, Nairobi
 Westlands, Nairobi | KES 70,000/month
Spacious... Westlands"
Westlands-Parklands,Westlands-Parklands,Apartment,70000,0,0,0,0,"2-Bedroom Apartment for Rent – Westlands, Nairobi
 Westlands, Nairobi | KES 70,000/month
Spacious..."
Westlands-Parklands,General Mathenge,Apartment,150000,0,0,0,0,"5+ years on Jiji  KSh 150,000 per month 3bdrm Apartment in General Mathenge, Westlands for rent This nicely done and very spacious 3 bedroom apartment"
Westlands-Parklands,General Mathenge,Apartment,150000,0,0,0,0,"KSh 150,000 per month 3bdrm Apartment in General Mathenge, Westlands for rent This nicely done and very spacious 3 bedroom apartment is available for "
Westlands-Parklands,General Mathenge,Apartment,150000,0,0,0,0,"KSh 150,000 per month 3bdrm Apartment in General Mathenge, Westlands for rent"
Westlands-Parklands,General Mathenge,Apartment,230000,0,0,0,0,"5+ years on Jiji  KSh 230,000 per month 4bdrm Apartment in General Mathenge, Westlands for rent This newly built, elegant and very spacious 4 bedroom "
Westlands-Parklands,General Mathenge,Apartment,230000,0,0,0,0,"KSh 230,000 per month 4bdrm Apartment in General Mathenge, Westlands for rent This newly built, elegant and very spacious 4 bedroom duplex apartment p"
Westlands-Parklands,General Mathenge,Apartment,230000,0,0,0,0,"KSh 230,000 per month 4bdrm Apartment in General Mathenge, Westlands for rent"
Westlands-Parklands,Exeter Heights,Apartment,215000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 215,000 per month 3bdrm Apartment in Exeter Heights, Spring Valley for rent This is 3 bedroom apartment is located"
Westlands-Parklands,Exeter Heights,Apartment,215000,0,0,0,0,"KSh 215,000 per month 3bdrm Apartment in Exeter Heights, Spring Valley for rent This is 3 bedroom apartment is located in a very serene location withi"
Westlands-Parklands,Exeter Heights,Apartment,215000,0,0,0,0,"KSh 215,000 per month 3bdrm Apartment in Exeter Heights, Spring Valley for rent"
Westlands-Parklands,the heart of Westlands,Apartment,100000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 100,000 per month 1bdrm Apartment in Westlands for rent Letting a modern 1 bedroom unfurnished apartment in the he"
Westlands-Parklands,the heart of Westlands,Apartment,100000,0,0,0,0,"KSh 100,000 per month 1bdrm Apartment in Westlands for rent Letting a modern 1 bedroom unfurnished apartment in the heart of Westlands, comes with all"
Westlands-Parklands,Westlands-Parklands,Apartment,150000,0,0,0,0,"5+ years on Jiji  KSh 150,000 per month 2bdrm Apartment in Westlands for rent 2-Bedroom Apartment for Rent – Riverside, Nairobi
 KES 150,000/month
Mod"
Westlands-Parklands,Westlands-Parklands,Apartment,150000,0,0,0,0,"KSh 150,000 per month 2bdrm Apartment in Westlands for rent 2-Bedroom Apartment for Rent – Riverside, Nairobi
 KES 150,000/month
Modern 2-bedroom apar"
Westlands-Parklands,Westlands-Parklands,Apartment,150000,0,0,0,0,"2-Bedroom Apartment for Rent – Riverside, Nairobi
 KES 150,000/month
Modern 2-bedroom apartment in... Westlands"
Westlands-Parklands,Westlands-Parklands,Apartment,150000,0,0,0,0,"2-Bedroom Apartment for Rent – Riverside, Nairobi
 KES 150,000/month
Modern 2-bedroom apartment in..."
Westlands-Parklands,Kitsuru,Apartment,100000,0,0,0,0,"Verified ID   5+ years on Jiji  VIP GOLD KSh 100,000 per month Furnished 4bdrm House in Kitsuru, Lower Kabete for rent New Kitisuru – Elegant 4 Bedroo"
Westlands-Parklands,Kitsuru,Apartment,100000,0,0,0,0,"KSh 100,000 per month Furnished 4bdrm House in Kitsuru, Lower Kabete for rent New Kitisuru – Elegant 4 Bedroom Home (Homestay Concept) To Let
 100,000"
Westlands-Parklands,Kitsuru,Apartment,100000,0,0,0,0,"KSh 100,000 per month Furnished 4bdrm House in Kitsuru, Lower Kabete for rent"
Westlands-Parklands,Westlands-Parklands,Apartment,120000,0,0,0,0,"Verified ID  KSh 120,000 per month Furnished 2bdrm Apartment in A Homes., Spring Valley for rent Az Apartments,Westlands. 
Its a 2br and 1br ,furnishe"
Westlands-Parklands,Westlands-Parklands,Apartment,120000,0,0,0,0,"KSh 120,000 per month Furnished 2bdrm Apartment in A Homes., Spring Valley for rent Az Apartments,Westlands. 
Its a 2br and 1br ,furnished and fully s"
Westlands-Parklands,Westlands-Parklands,Apartment,120000,0,0,0,0,"KSh 120,000 per month Furnished 2bdrm Apartment in A Homes., Spring Valley for rent"
Westlands-Parklands,Westlands-Parklands,Apartment,140000,0,0,0,0,"5+ years on Jiji  KSh 140,000 per month 3bdrm Apartment in Westlands for rent 3-Bedroom Apartment + DSQ for Rent – Westlands
 Rent: KES 140,000 per mo"
Westlands-Parklands,Westlands-Parklands,Apartment,140000,0,0,0,0,"KSh 140,000 per month 3bdrm Apartment in Westlands for rent 3-Bedroom Apartment + DSQ for Rent – Westlands
 Rent: KES 140,000 per month
 Location:... "
Westlands-Parklands,Westlands-Parklands,Apartment,140000,0,0,0,0,"3-Bedroom Apartment + DSQ for Rent – Westlands
 Rent: KES 140,000 per month
 Location:... Westlands"
Westlands-Parklands,Westlands-Parklands,Apartment,140000,0,0,0,0,"3-Bedroom Apartment + DSQ for Rent – Westlands
 Rent: KES 140,000 per month
 Location:..."
Westlands-Parklands,Westlands,Apartment,100000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 100,000 per month 1bdrm Apartment in Westlands for rent Well-designed 1 bedroom apartment (58 sqm) located in West"
Westlands-Parklands,Westlands,Apartment,100000,0,0,0,0,"KSh 100,000 per month 1bdrm Apartment in Westlands for rent Well-designed 1 bedroom apartment (58 sqm) located in Westlands, available on high floors "
Westlands-Parklands,Westlands-Parklands,Apartment,72000,0,0,0,0,"5+ years on Jiji  KSh 72,000 per month 2bdrm Apartment in Westlands for rent This well maintained and very spacious 2 bedroom apartment is available f"
Westlands-Parklands,Westlands-Parklands,Apartment,72000,0,0,0,0,"KSh 72,000 per month 2bdrm Apartment in Westlands for rent This well maintained and very spacious 2 bedroom apartment is available for rent.
Located o"
Westlands-Parklands,Westlands-Parklands,Apartment,100000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 100,000 per month 2bdrm Apartment in Westlands for rent Westlands 2 bedroom apartment all-ensuite plus DSQ to let "
Westlands-Parklands,Westlands-Parklands,Apartment,100000,0,0,0,0,"KSh 100,000 per month 2bdrm Apartment in Westlands for rent Westlands 2 bedroom apartment all-ensuite plus DSQ to let at Kes 100k inclusive of service"
Westlands-Parklands,Westlands-Parklands,Apartment,100,0,0,0,0,Westlands 2 bedroom apartment all-ensuite plus DSQ to let at Kes 100k inclusive of service... Westlands
Westlands-Parklands,Westlands-Parklands,Apartment,100,0,0,0,0,Westlands 2 bedroom apartment all-ensuite plus DSQ to let at Kes 100k inclusive of service...
Westlands-Parklands,Westlands-Parklands,Apartment,200000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 200,000 per month Furnished 3bdrm Apartment in Raphta Road Area for rent Furnished Apartment for rent in Westlands"
Westlands-Parklands,Westlands-Parklands,Apartment,200000,0,0,0,0,"KSh 200,000 per month Furnished 3bdrm Apartment in Raphta Road Area for rent Furnished Apartment for rent in Westlands Avenue to Let
Ideal for expats "
Westlands-Parklands,Raphta Road Area for rent,Apartment,200000,0,0,0,0,"KSh 200,000 per month Furnished 3bdrm Apartment in Raphta Road Area for rent"
Westlands-Parklands,Westlands-Parklands,Apartment,100000,0,0,0,0,"5+ years on Jiji  KSh 100,000 per month 2bdrm Apartment in Westlands for rent 2-Bedroom Apartment (Master Ensuite) – Westlands
 Westlands
 KES 100,000"
Westlands-Parklands,Westlands-Parklands,Apartment,100000,0,0,0,0,"KSh 100,000 per month 2bdrm Apartment in Westlands for rent 2-Bedroom Apartment (Master Ensuite) – Westlands
 Westlands
 KES 100,000/month
Modern 2-be"
Westlands-Parklands,Westlands-Parklands,Apartment,100000,0,0,0,0,"2-Bedroom Apartment (Master Ensuite) – Westlands
 Westlands
 KES 100,000/month
Modern 2-bedroom... Westlands"
Westlands-Parklands,Westlands-Parklands,Apartment,100000,0,0,0,0,"2-Bedroom Apartment (Master Ensuite) – Westlands
 Westlands
 KES 100,000/month
Modern 2-bedroom..."
Westlands-Parklands,Westlands,Mansionette,60,0,0,0,0,Search in Houses & Apartments For Rent Sell faster Buy smarter Sign in Registration Sell Categories Property New Builds  | 20 Houses & Apartments For 
Westlands-Parklands,Westlands,Townhouse,60,0,0,0,0,< KSh 60 K KSh 60 - 85 K KSh 85 - 120 K > KSh 120 K Apartment Townhouse / Terrace Bungalow House Maisonette Studio Apartment Villa Westlands  Sort by:
Westlands-Parklands,Westlands,Townhouse,140000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 140,000 per month 3bdrm Apartment in Westlands, Spring Valley for rent 3 bedrooms, with 2 ensuite bathrooms in mos"
Westlands-Parklands,Westlands,Apartment,140000,0,0,0,0,"KSh 140,000 per month 3bdrm Apartment in Westlands, Spring Valley for rent 3 bedrooms, with 2 ensuite bathrooms in most units
Spacious living and dini"
Westlands-Parklands,Westlands,Apartment,140000,0,0,0,0,"KSh 140,000 per month 3bdrm Apartment in Westlands, Spring Valley for rent"
Westlands-Parklands,Orchid Residency,Apartment,120000,0,0,0,0,"KSh 120,000 per month 3bdrm Apartment in Orchid Residency, Raphta Road Area for rent Mama yo’s realty: unit b505 orchid residency
modern 2br+DSQ (110s"
Westlands-Parklands,Orchid Residency,Apartment,120000,0,0,0,0,"KSh 120,000 per month 3bdrm Apartment in Orchid Residency, Raphta Road Area for rent"
Westlands-Parklands,Westlands-Parklands,Apartment,115000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 115,000 per month 2bdrm Apartment in Westlands for rent Westlands luxurious 2 bedroom apartment plus detached dsq "
Westlands-Parklands,Westlands-Parklands,Apartment,115000,0,0,0,0,"KSh 115,000 per month 2bdrm Apartment in Westlands for rent Westlands luxurious 2 bedroom apartment plus detached dsq available at Kes 115k inclusive "
Westlands-Parklands,Westlands-Parklands,Apartment,115,0,0,0,0,Westlands luxurious 2 bedroom apartment plus detached dsq available at Kes 115k inclusive of service... Westlands
Westlands-Parklands,Westlands-Parklands,Apartment,115,0,0,0,0,Westlands luxurious 2 bedroom apartment plus detached dsq available at Kes 115k inclusive of service...
