region_cluster,micro_area,topology,price_ksh,sq_ft,borehole,parking,security,content_hash
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,160000,0,0,0,0,"1 Bed Apartment with En Suite at Lantana Road
                                         
 
 
 
 
 
                                                1 Be"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,260000,130,0,0,0,"Serviced 2 Bed Apartment with En Suite at General Mathenge
                                         
 
 
 
 
 
                                       "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,230000,0,0,0,0,"2 Bed Apartment with En Suite at Terrace Close
                                         
 
 
 
 
 
                                                2 B"
Kilimani-Kileleshwa,"Westlands
                                     
 
 
   
   
 
 
   
                    Westlands Area",Apartment,413440,99,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    2 days ago                 
   
         
 
 
   3 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
   
 
 
 "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,150000,0,0,0,0,"2 Bed Apartment with En Suite at Brookside Drive
                                         
 
 
 
 
 
                                                2"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,413440,0,0,0,0,"Furnished 3 Bed Apartment with En Suite in Spring Valley
                                         
 
 
 
 
 
                                         "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,240000,0,0,0,0,"Furnished 2 Bed Apartment with En Suite in Riverside
                                         
 
 
 
 
 
                                             "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,200000,0,0,0,0,"3 Bed Apartment with En Suite in Muthaiga
                                         
 
 
 
 
 
                                                3 Bed Ap"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,60000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    2 days ago                 
   
         
 
 
   6 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
   "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,150000,99,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    2 days ago                 
   
         
 
 
   19 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
  "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,150000,99,0,0,0,"Furnished 1 Bed Apartment with En Suite at Westlands Road
                                         
 
 
 
 
 
                                        "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,150000,0,0,0,0,"Furnished 1 Bed Apartment with En Suite in Westlands Area
                                         
 
 
 
 
 
                                        "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,160000,0,0,0,0,"Serviced 2 Bed Apartment with En Suite in Rosslyn
                                         
 
 
 
 
 
                                                "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,120000,158,0,0,0,"4 Bed Apartment with En Suite at Kindaruma Road
                                         
 
 
 
 
 
                                                4 "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,100000,128,0,0,0,"3 Bed Apartment with En Suite at Kindaruma Road
                                         
 
 
 
 
 
                                                3 "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,190000,0,0,0,0,"3 Bed Apartment with En Suite in Riverside
                                         
 
 
 
 
 
                                                3 Bed A"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,220000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    2 days ago                 
   
         
 
 
   2 
 
   
   
 
 
 
 
   
 
   
 
 
   
 
 
   
 
 "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,75000,0,0,0,0,"Serviced 2 Bed Apartment with En Suite in Kilimani
                                         
 
 
 
 
 
                                               "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,130000,0,0,0,0,"Furnished 1 Bed Apartment with En Suite in Lavington
                                         
 
 
 
 
 
                                             "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,120000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    2 days ago                 
   
         
 
 
   5 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
   "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,350000,0,0,0,0,"Furnished 3 Bed Apartment with En Suite in Riverside
                                         
 
 
 
 
 
                                             "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,180000,0,0,0,0,"Serviced 3 Bed Apartment with En Suite in Spring Valley
                                         
 
 
 
 
 
                                          "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,280000,0,0,0,0,"Serviced 2 Bed Apartment with En Suite in Spring Valley
                                         
 
 
 
 
 
                                          "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,180000,0,0,0,0,"Furnished 1 Bed Apartment with En Suite in Spring Valley
                                         
 
 
 
 
 
                                         "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,483000,0,0,0,0,"Furnished 2 Bed Apartment with En Suite in Gigiri
                                         
 
 
 
 
 
                                                "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,320000,0,0,0,0,"Serviced 3 Bed Apartment with En Suite at Muthaiga Heights
                                         
 
 
 
 
 
                                       "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,450000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    3 days ago                 
   
         
 
 
   13 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
  "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,450000,0,0,0,0,"Serviced 2 Bed Apartment with En Suite at Baobab Road
                                         
 
 
 
 
 
                                            "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,500000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    3 days ago                 
   
         
 
 
   20 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
  "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,500000,0,0,0,0,"4 Bed Apartment with Swimming Pool at Few Minutes Drive To Gigiri
                                         
 
 
 
 
 
                                "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,145000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    4 days ago                 
   
         
 
 
   13 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
  "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,145000,0,0,0,0,"2 Bed Apartment with En Suite in Brookside
                                         
 
 
 
 
 
                                                2 Bed A"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,95000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    4 days ago                 
   
         
 
 
   14 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
  "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,230000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    4 days ago                 
   
         
 
 
   16 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
  "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,230000,0,0,0,0,"Serviced 2 Bed Apartment with En Suite in Kitisuru
                                         
 
 
 
 
 
                                               "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,330000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    4 days ago                 
   
         
 
 
   20 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
  "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,125000,150,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    4 days ago                 
   
         
 
 
   15 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
  "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,58000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    4 days ago                 
   
         
 
 
   10 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
  "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,58000,0,0,0,0,"Serviced 1 Bed Apartment with En Suite at Kikambala
                                         
 
 
 
 
 
                                              "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,100000,125,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    4 days ago                 
   
             
 
 
   17 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,350000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    5 days ago                 
   
         
 
 
   9 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
   "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,349999,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    5 days ago                 
   
         
 
 
   10 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
  "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,75000,78,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    4 days ago                 
   
             
 
 
   9 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,75000,78,0,0,0,"1 Bed Apartment with En Suite at Kileleshwa Near Kasuku Centre
                                         
 
 
 
 
 
                                   "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,90000,250,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    4 days ago                 
   
         
 
 
   18 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
  "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,90000,250,0,0,0,"3 Bed Apartment with En Suite at Lantana Rd
                                         
 
 
 
 
 
                                                3 Bed "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,170000,93,0,0,0,"Serviced 2 Bed Apartment with En Suite at Muthangari Drive
                                         
 
 
 
 
 
                                       "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,150000,150,0,0,0,"Serviced 2 Bed Apartment with En Suite at Lantana Rd
                                         
 
 
 
 
 
                                             "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,150000,0,0,0,0,"3 Bed Apartment with Swimming Pool in Spring Valley
                                         
 
 
 
 
 
                                              "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,85000,0,1,0,0,"2 Bed Apartment with Borehole in Kileleshwa
                                         
 
 
 
 
 
                                                2 Bed "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,75000,0,0,0,0,"1 Bed Apartment with En Suite at Mandera Road
                                         
 
 
 
 
 
                                                1 Be"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,33000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    4 days ago                 
   
         
 
 
   8 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
   "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,33000,0,0,0,0,"2 Bed Apartment with En Suite at Serena
                                         
 
 
 
 
 
                                                2 Bed Apar"
Kilimani-Kileleshwa,"Brookside
                                     
 
 
   
   
 
 
   
                    Brookside",Apartment,145000,145,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    5 days ago                 
   
         
 
 
   18 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
  "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,200000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    5 days ago                 
   
         
 
 
   8 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
   "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,220000,0,0,0,0,"4 Bed Apartment with En Suite at Lavington
                                         
 
 
 
 
 
                                                4 Bed A"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,65000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    5 days ago                 
   
         
 
 
   13 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
  "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,145000,155,0,0,0,"2 Bed Apartment with En Suite at Brookside Grove
                                         
 
 
 
 
 
                                                2"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,400000,350,0,0,0,"4 Bed Apartment with En Suite at Red Hill
                                         
 
 
 
 
 
                                                4 Bed Ap"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,200000,150,0,0,0,"Furnished 2 Bed Apartment with En Suite at Pilipili Way
                                         
 
 
 
 
 
                                          "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,100000,120,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    5 days ago                 
   
         
 
 
   16 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
  "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,100000,120,0,0,0,"2 Bed Apartment with En Suite at Riverside Drive
                                         
 
 
 
 
 
                                                2"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,165000,250,0,0,0,"3 Bed Apartment with En Suite at St Michael'S Rd
                                         
 
 
 
 
 
                                                3"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,170000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    5 days ago                 
   
         
 
 
   19 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
  "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,170000,0,0,0,0,"4 Bed Apartment with En Suite in Upper Hill
                                         
 
 
 
 
 
                                                4 Bed "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,160000,230,0,0,0,"Furnished 3 Bed Apartment with En Suite at Rhapta Rd
                                         
 
 
 
 
 
                                             "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,170000,0,0,0,0,"3 Bed Apartment with En Suite at Riverside Square
                                         
 
 
 
 
 
                                                "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,180000,0,0,0,0,"Furnished 1 Bed Apartment with En Suite in Riverside
                                         
 
 
 
 
 
                                             "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,350000,0,0,0,0,"3 Bed Apartment with Swimming Pool in Riverside
                                         
 
 
 
 
 
                                                3 "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,200000,0,0,0,0,"Furnished 3 Bed Apartment with Swimming Pool in Riverside
                                         
 
 
 
 
 
                                        "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,95000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    5 days ago                 
   
         
 
 
   17 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
  "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,100000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    5 days ago                 
   
         
 
 
   14 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
  "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,100000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    5 days ago                 
   
         
 
 
   15 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
  "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,200000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
         
 
 
   5 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
   
 
 
   
 
 
 
 
 
 
 
 
 
     
                   "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,126000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    5 days ago                 
   
         
 
 
   11 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
  "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,126000,0,0,0,0,"Furnished 1 Bed Apartment with Backup Generator at Rhapta Road
                                         
 
 
 
 
 
                                   "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,100000,0,0,0,0,"1 Bed Apartment with Swimming Pool in Riverside
                                         
 
 
 
 
 
                                                1 "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,450000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
         
 
 
   1 
 
   
   
 
 
 
 
 
   
 
 
 
 
 
 
 
 
 
     
                                            4 Bed A"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,450000,0,0,0,0,"4 Bed Apartment with En Suite in Spring Valley
                                         
 
 
 
 
 
                                                4 B"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,66000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    5 days ago                 
   
         
 
 
   7 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
   "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,66000,0,0,0,0,"Serviced 2 Bed Apartment with En Suite at Chania Ave
                                         
 
 
 
 
 
                                             "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,250000,0,0,0,0,"Serviced 2 Bed Apartment with En Suite in Riverside
                                         
 
 
 
 
 
                                              "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,85000,140,0,0,0,"3 Bed Apartment with En Suite at Laikipia Road
                                         
 
 
 
 
 
                                                3 B"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,75000,102,0,0,0,"2 Bed Apartment with En Suite at Laikipia Road
                                         
 
 
 
 
 
                                                2 B"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,105000,82,0,0,0,"2 Bed Apartment with En Suite at Muringa Road
                                         
 
 
 
 
 
                                                2 Be"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,110000,130,0,0,0,"2 Bed Apartment with En Suite at Rhapta Road
                                         
 
 
 
 
 
                                                2 Bed"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,150000,0,0,0,0,"2 Bed Apartment with En Suite at Along Mandera Road
                                         
 
 
 
 
 
                                              "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,140000,186,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    5 days ago                 
   
         
 
 
   20 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
  "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,140000,186,0,0,0,"3 Bed Apartment with En Suite at Rhapta Road
                                         
 
 
 
 
 
                                                3 Bed"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,120000,0,0,0,0,"3 Bed Apartment with En Suite at Riverside
                                         
 
 
 
 
 
                                                3 Bed A"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,60000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    5 days ago                 
   
         
 
 
   6 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
   "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,60000,0,0,0,0,"1 Bed Apartment with Swimming Pool at Riverside
                                         
 
 
 
 
 
                                                1 "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,75000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
                    5 days ago                 
   
         
 
 
   12 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
  "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,350000,0,0,0,0,"3 Bed Apartment in Westlands Area
                                         
 
 
 
 
 
                                                3 Bed Apartment "
Kilimani-Kileleshwa,Karen,Apartment,120000,0,0,0,0,"Furnished 1 Bed Apartment with En Suite in Karen
                                         
 
 
 
 
 
                                                F"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,240000,0,0,0,0,"4 Bed Apartment in Kilimani
                                         
 
 
 
 
 
                                                4 Bed Apartment in Kil"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,478000,0,0,0,0,"Serviced 2 Bed Apartment with En Suite in Gigiri
                                         
 
 
 
 
 
                                                S"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,170000,0,0,0,0,"3 Bed Apartment with En Suite at Links Road
                                         
 
 
 
 
 
                                                3 Bed "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,100000,0,0,0,0,"3 Bed Apartment with Swimming Pool in Kileleshwa
                                         
 
 
 
 
 
                                                3"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,195000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
         
 
 
   8 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
   
 
 
   
 
 
 
 
 
 
 
 
 
     
                   "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,35000,95,0,0,0,"1 Bed Apartment with En Suite at Prideinn Paradise
                                         
 
 
 
 
 
                                               "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,150000,0,0,0,0,"0 
 
 
 
 
 
   
     
 
 
   
         
 
 
   18 
 
   
   
 
 
 
 
   
 
   
 
 
 
 
 
 
 
 
   
 
 
   
 
 
 
 
 
 
 
 
 
     
                  "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,110000,0,0,0,0,"3 Bed Apartment with En Suite at Parkland
                                         
 
 
 
 
 
                                                3 Bed Ap"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,284000,0,0,0,0,"Furnished 2 Bed Apartment with En Suite in Kitisuru
                                         
 
 
 
 
 
                                              "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,23000000,0,0,0,0,"Serviced 3 Bed Apartment with En Suite at General Mathenge
                                         
 
 
 
 
 
                                       "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,200000,0,0,0,0,"3 Bed Apartment with En Suite in Spring Valley
                                         
 
 
 
 
 
                                                3 B"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,150000,0,0,0,0,"Serviced 1 Bed Apartment with En Suite in Riverside
                                         
 
 
 
 
 
                                              "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,80000,0,0,0,0,"3 Bed Apartment with En Suite in Thindigua
                                         
 
 
 
 
 
                                                3 Bed A"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,80000,0,0,0,0,"Furnished 1 Bed Apartment with En Suite at Hatheru
                                         
 
 
 
 
 
                                               "
Kilimani-Kileleshwa,Kilimani,Apartment,160000,75,0,0,0,"Serviced 2 Bed Apartment with En Suite at Woodavenue
                                         
 
 
 
 
 
                                             "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,35000,0,0,0,0,"1 Bed Apartment with En Suite in Nairobi West
                                         
 
 
 
 
 
                                                1 Be"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,278000,0,0,0,0,"Serviced 2 Bed Apartment with En Suite in Runda
                                         
 
 
 
 
 
                                                Se"
Kilimani-Kileleshwa,"Nyari
                                     
 
 
   
   
 
 
   
                    Nyari",Apartment,215000,0,0,0,0,"3 Bed Apartment with En Suite in Nyari
                                         
 
 
 
 
 
                                                3 Bed Apart"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,85000,0,0,0,0,"2 Bed Apartment with En Suite at Valley Arcade
                                         
 
 
 
 
 
                                                2 B"
Kilimani-Kileleshwa,"Loresho
                                     
 
 
   
   
 
 
   
                    Loresho",Apartment,107000,125,0,0,0,"Serviced 2 Bed Apartment with En Suite in Loresho
                                         
 
 
 
 
 
                                                "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,500000,0,0,0,0,"Serviced 3 Bed Apartment with En Suite in Lavington
                                         
 
 
 
 
 
                                              "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,387000,0,0,0,0,"Furnished 3 Bed Apartment with En Suite at Peponi Road
                                         
 
 
 
 
 
                                           "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,400000,0,0,0,0,"4 Bed Apartment with En Suite at The Loft.
                                         
 
 
 
 
 
                                                4 Bed A"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,160000,0,0,0,0,"Serviced 3 Bed Apartment with En Suite in Kileleshwa
                                         
 
 
 
 
 
                                             "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,200000,86,0,0,0,"Furnished 2 Bed Apartment with En Suite in Lavington
                                         
 
 
 
 
 
                                             "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,150000,0,0,0,0,"Serviced 1 Bed Apartment with En Suite in Kileleshwa
                                         
 
 
 
 
 
                                             "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,170000,0,0,0,0,"Furnished 3 Bed Apartment with En Suite at Dennis Pritt Road
                                         
 
 
 
 
 
                                     "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,65000,55,0,0,0,"1 Bed Apartment with Swimming Pool at Argwings Kodhek
                                         
 
 
 
 
 
                                            "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,70000,0,0,0,0,"2 Bed Apartment with En Suite at Loresho
                                         
 
 
 
 
 
                                                2 Bed Apa"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,185000,0,0,0,0,"3 Bed Apartment with En Suite at Mbuni Road
                                         
 
 
 
 
 
                                                3 Bed "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,325000,0,0,0,0,"Serviced 3 Bed Apartment with En Suite at Sixth Avenue
                                         
 
 
 
 
 
                                           "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,309600,0,0,0,0,"Furnished 2 Bed Apartment with En Suite in Spring Valley
                                         
 
 
 
 
 
                                         "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,100000,0,0,0,0,"2 Bed Apartment with En Suite at Riara Road
                                         
 
 
 
 
 
                                                2 Bed "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,1000,0,0,0,0,"2 Bedrooms
         
 
 
 
            1 Bathrooms
         
 
   
 
     
                                        2 Bedroom (Master Ensuite)Apartment"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,95000,0,0,0,0,"2 Bed Apartment with En Suite at Parklands
                                         
 
 
 
 
 
                                                2 Bed A"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,90000,0,0,0,0,"2 Bed Apartment with En Suite at Westland
                                         
 
 
 
 
 
                                                2 Bed Ap"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,85000,0,0,0,0,"2 Bed Apartment with En Suite in Katani
                                         
 
 
 
 
 
                                                2 Bed Apar"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,250000,0,0,0,0,"2 Bed Apartment with En Suite in Spring Valley
                                         
 
 
 
 
 
                                                2 B"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,150000,0,0,0,0,"3 Bed Apartment with En Suite at Spring Valley
                                         
 
 
 
 
 
                                                3 B"
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,451500,0,0,0,0,"3 Bed Apartment with En Suite in Runda
                                         
 
 
 
 
 
                                                3 Bed Apart"
Kilimani-Kileleshwa,"general mathenge
                                     
 
 
   
   
 
 
   
                    General Mathenge",Apartment,270000,0,0,0,0,"4 Bed Apartment with En Suite in General Mathenge
                                         
 
 
 
 
 
                                                "
Kilimani-Kileleshwa,Kilimani-Kileleshwa,Apartment,100000,0,0,0,0,"Furnished 1 Bed Apartment with Backup Generator in Westlands Area
                                         
 
 
 
 
 
                                "
